identifiantStation;nomStation;codeLigne;sensLigne;heureEstimeeDepart;dateModification;cleModification;cleTri
TRANSPOLE:StopPointRef:BP:3197:LOC;18 JUIN;L1;AGRIPPIN;2021-03-05T23:19:42+01:00;2021-03-05T23:07:44+01:00;TRANSPOLE:ItemId::439371:LOC;AGRIPPIN/18 JUIN/2021-03-05T23:19:42.000+01:00
TRANSPOLE:StopPointRef:BP:3197:LOC;18 JUIN;L1;AGRIPPIN;2021-03-06T00:20:34+01:00;2021-03-06T00:08:29+01:00;TRANSPOLE:ItemId::440643:LOC;AGRIPPIN/18 JUIN/2021-03-06T00:20:34.000+01:00
TRANSPOLE:StopPointRef:BP:4119:LOC;AGRIPPIN;L1;AGRIPPIN;2021-03-06T00:00:00+01:00;2021-03-05T23:49:14+01:00;TRANSPOLE:ItemId::439406:LOC;AGRIPPIN/AGRIPPIN/2021-03-06T00:00:00.000+01:00
TRANSPOLE:StopPointRef:BP:5435:LOC;AGRIPPIN;L1;AGRIPPIN;2021-03-06T00:01:00+01:00;2021-03-05T23:40:44+01:00;TRANSPOLE:ItemId::439407:LOC;AGRIPPIN/AGRIPPIN/2021-03-06T00:01:00.000+01:00
TRANSPOLE:StopPointRef:BP:5441:LOC;CAVLE;L1;AGRIPPIN;2021-03-05T23:56:16+01:00;2021-03-05T23:42:14+01:00;TRANSPOLE:ItemId::439401:LOC;AGRIPPIN/CAVLE/2021-03-05T23:56:16.000+01:00
TRANSPOLE:StopPointRef:BP:5441:LOC;CAVLE;L1;AGRIPPIN;2021-03-06T00:58:37+01:00;2021-03-06T00:09:05+01:00;TRANSPOLE:ItemId::440673:LOC;AGRIPPIN/CAVLE/2021-03-06T00:58:37.000+01:00
TRANSPOLE:StopPointRef:BP:3070:LOC;CHAMP DE MARS;L1;AGRIPPIN;2021-03-05T23:36:22+01:00;2021-03-05T23:34:44+01:00;TRANSPOLE:ItemId::439386:LOC;AGRIPPIN/CHAMP DE MARS/2021-03-05T23:36:22.000+01:00
TRANSPOLE:StopPointRef:BP:3070:LOC;CHAMP DE MARS;L1;AGRIPPIN;2021-03-06T00:37:30+01:00;2021-03-06T00:09:05+01:00;TRANSPOLE:ItemId::440658:LOC;AGRIPPIN/CHAMP DE MARS/2021-03-06T00:37:30.000+01:00
TRANSPOLE:StopPointRef:BP:5561:LOC;COLPIN;L1;AGRIPPIN;2021-03-05T23:37:36+01:00;2021-03-05T23:26:44+01:00;TRANSPOLE:ItemId::439387:LOC;AGRIPPIN/COLPIN/2021-03-05T23:37:36.000+01:00
TRANSPOLE:StopPointRef:BP:5561:LOC;COLPIN;L1;AGRIPPIN;2021-03-06T00:38:51+01:00;2021-03-05T23:38:14+01:00;TRANSPOLE:ItemId::440659:LOC;AGRIPPIN/COLPIN/2021-03-06T00:38:51.000+01:00
TRANSPOLE:StopPointRef:BP:3959:LOC;COLUCHE;L1;AGRIPPIN;2021-03-05T23:17:42+01:00;2021-03-05T23:09:44+01:00;TRANSPOLE:ItemId::439369:LOC;AGRIPPIN/COLUCHE/2021-03-05T23:17:42.000+01:00
TRANSPOLE:StopPointRef:BP:3959:LOC;COLUCHE;L1;AGRIPPIN;2021-03-06T00:18:10+01:00;2021-03-05T23:03:29+01:00;TRANSPOLE:ItemId::440641:LOC;AGRIPPIN/COLUCHE/2021-03-06T00:18:10.000+01:00
TRANSPOLE:StopPointRef:BP:5319:LOC;COMTESSE SEGUR;L1;AGRIPPIN;2021-03-05T23:18:43+01:00;2021-03-05T23:07:44+01:00;TRANSPOLE:ItemId::439370:LOC;AGRIPPIN/COMTESSE SEGUR/2021-03-05T23:18:43.000+01:00
TRANSPOLE:StopPointRef:BP:5319:LOC;COMTESSE SEGUR;L1;AGRIPPIN;2021-03-06T00:19:22+01:00;2021-03-05T23:03:29+01:00;TRANSPOLE:ItemId::440642:LOC;AGRIPPIN/COMTESSE SEGUR/2021-03-06T00:19:22.000+01:00
TRANSPOLE:StopPointRef:BP:6017:LOC;CTRE COMMERCIAL;L1;AGRIPPIN;2021-03-06T00:09:00+01:00;2021-03-05T23:48:34+01:00;TRANSPOLE:ItemId::440634:LOC;AGRIPPIN/CTRE COMMERCIAL/2021-03-06T00:09:00.000+01:00
TRANSPOLE:StopPointRef:BP:379:LOC;DESTOOP;L1;AGRIPPIN;2021-03-05T23:21:41+01:00;2021-03-05T23:09:44+01:00;TRANSPOLE:ItemId::439373:LOC;AGRIPPIN/DESTOOP/2021-03-05T23:21:41.000+01:00
TRANSPOLE:StopPointRef:BP:379:LOC;DESTOOP;L1;AGRIPPIN;2021-03-06T00:22:09+01:00;2021-03-05T23:20:14+01:00;TRANSPOLE:ItemId::440645:LOC;AGRIPPIN/DESTOOP/2021-03-06T00:22:09.000+01:00
TRANSPOLE:StopPointRef:BP:5462:LOC;ESPLANADE;L1;AGRIPPIN;2021-03-05T23:39:35+01:00;2021-03-05T23:35:59+01:00;TRANSPOLE:ItemId::439388:LOC;AGRIPPIN/ESPLANADE/2021-03-05T23:39:35.000+01:00
TRANSPOLE:StopPointRef:BP:5462:LOC;ESPLANADE;L1;AGRIPPIN;2021-03-06T00:39:58+01:00;2021-03-05T23:39:14+01:00;TRANSPOLE:ItemId::440660:LOC;AGRIPPIN/ESPLANADE/2021-03-06T00:39:58.000+01:00
TRANSPOLE:StopPointRef:BP:5282:LOC;FAIDHERBE;L1;AGRIPPIN;2021-03-05T23:44:28+01:00;2021-03-05T23:39:14+01:00;TRANSPOLE:ItemId::439389:LOC;AGRIPPIN/FAIDHERBE/2021-03-05T23:44:28.000+01:00
TRANSPOLE:StopPointRef:BP:5282:LOC;FAIDHERBE;L1;AGRIPPIN;2021-03-06T00:44:35+01:00;2021-03-05T23:03:29+01:00;TRANSPOLE:ItemId::440661:LOC;AGRIPPIN/FAIDHERBE/2021-03-06T00:44:35.000+01:00
TRANSPOLE:StopPointRef:BP:3759:LOC;FAURE;L1;AGRIPPIN;2021-03-05T23:49:26+01:00;2021-03-05T23:41:14+01:00;TRANSPOLE:ItemId::439395:LOC;AGRIPPIN/FAURE/2021-03-05T23:49:26.000+01:00
TRANSPOLE:StopPointRef:BP:3759:LOC;FAURE;L1;AGRIPPIN;2021-03-06T00:50:37+01:00;2021-03-05T23:03:29+01:00;TRANSPOLE:ItemId::440667:LOC;AGRIPPIN/FAURE/2021-03-06T00:50:37.000+01:00
TRANSPOLE:StopPointRef:BP:709:LOC;FOCH;L1;AGRIPPIN;2021-03-05T23:47:30+01:00;2021-03-05T23:32:44+01:00;TRANSPOLE:ItemId::439393:LOC;AGRIPPIN/FOCH/2021-03-05T23:47:30.000+01:00
TRANSPOLE:StopPointRef:BP:709:LOC;FOCH;L1;AGRIPPIN;2021-03-06T00:48:22+01:00;2021-03-05T23:46:14+01:00;TRANSPOLE:ItemId::440665:LOC;AGRIPPIN/FOCH/2021-03-06T00:48:22.000+01:00
TRANSPOLE:StopPointRef:BP:737:LOC;GASTON BERGER;L1;AGRIPPIN;2021-03-05T23:26:34+01:00;2021-03-05T23:14:44+01:00;TRANSPOLE:ItemId::439378:LOC;AGRIPPIN/GASTON BERGER/2021-03-05T23:26:34.000+01:00
TRANSPOLE:StopPointRef:BP:737:LOC;GASTON BERGER;L1;AGRIPPIN;2021-03-06T00:27:31+01:00;2021-03-05T23:58:14+01:00;TRANSPOLE:ItemId::440650:LOC;AGRIPPIN/GASTON BERGER/2021-03-06T00:27:31.000+01:00
TRANSPOLE:StopPointRef:BP:3745:LOC;GHESQUIERE;L1;AGRIPPIN;2021-03-05T23:58:24+01:00;2021-03-05T23:42:08+01:00;TRANSPOLE:ItemId::439404:LOC;AGRIPPIN/GHESQUIERE/2021-03-05T23:58:24.000+01:00
TRANSPOLE:StopPointRef:BP:3745:LOC;GHESQUIERE;L1;AGRIPPIN;2021-03-06T00:59:56+01:00;2021-03-05T23:41:29+01:00;TRANSPOLE:ItemId::440676:LOC;AGRIPPIN/GHESQUIERE/2021-03-06T00:59:56.000+01:00
TRANSPOLE:StopPointRef:BP:4057:LOC;GOUNOD;L1;AGRIPPIN;2021-03-05T23:14:36+01:00;2021-03-05T23:10:06+01:00;TRANSPOLE:ItemId::439367:LOC;AGRIPPIN/GOUNOD/2021-03-05T23:14:36.000+01:00
TRANSPOLE:StopPointRef:BP:4057:LOC;GOUNOD;L1;AGRIPPIN;2021-03-06T00:15:38+01:00;2021-03-06T00:09:14+01:00;TRANSPOLE:ItemId::440639:LOC;AGRIPPIN/GOUNOD/2021-03-06T00:15:38.000+01:00
TRANSPOLE:StopPointRef:BP:794:LOC;JB LEBAS;L1;AGRIPPIN;2021-03-05T23:29:19+01:00;2021-03-05T23:21:44+01:00;TRANSPOLE:ItemId::439382:LOC;AGRIPPIN/JB LEBAS/2021-03-05T23:29:19.000+01:00
TRANSPOLE:StopPointRef:BP:794:LOC;JB LEBAS;L1;AGRIPPIN;2021-03-06T00:31:28+01:00;2021-03-05T23:29:59+01:00;TRANSPOLE:ItemId::440654:LOC;AGRIPPIN/JB LEBAS/2021-03-06T00:31:28.000+01:00
TRANSPOLE:StopPointRef:BP:4675:LOC;JEAN JAURES;L1;AGRIPPIN;2021-03-05T23:24:22+01:00;2021-03-05T23:20:59+01:00;TRANSPOLE:ItemId::439376:LOC;AGRIPPIN/JEAN JAURES/2021-03-05T23:24:22.000+01:00
TRANSPOLE:StopPointRef:BP:4675:LOC;JEAN JAURES;L1;AGRIPPIN;2021-03-06T00:26:39+01:00;2021-03-06T00:09:05+01:00;TRANSPOLE:ItemId::440648:LOC;AGRIPPIN/JEAN JAURES/2021-03-06T00:26:39.000+01:00
TRANSPOLE:StopPointRef:BP:450:LOC;LE CERF;L1;AGRIPPIN;2021-03-05T23:15:49+01:00;2021-03-05T23:07:44+01:00;TRANSPOLE:ItemId::439368:LOC;AGRIPPIN/LE CERF/2021-03-05T23:15:49.000+01:00
TRANSPOLE:StopPointRef:BP:450:LOC;LE CERF;L1;AGRIPPIN;2021-03-06T00:16:28+01:00;2021-03-05T23:47:44+01:00;TRANSPOLE:ItemId::440640:LOC;AGRIPPIN/LE CERF/2021-03-06T00:16:28.000+01:00
TRANSPOLE:StopPointRef:BP:535:LOC;LECLERC;L1;AGRIPPIN;2021-03-05T23:57:20+01:00;2021-03-05T23:42:08+01:00;TRANSPOLE:ItemId::439402:LOC;AGRIPPIN/LECLERC/2021-03-05T23:57:20.000+01:00
TRANSPOLE:StopPointRef:BP:535:LOC;LECLERC;L1;AGRIPPIN;2021-03-06T00:58:52+01:00;2021-03-05T23:41:29+01:00;TRANSPOLE:ItemId::440674:LOC;AGRIPPIN/LECLERC/2021-03-06T00:58:52.000+01:00
TRANSPOLE:StopPointRef:BP:3774:LOC;LES PLATANES;L1;AGRIPPIN;2021-03-05T23:50:28+01:00;2021-03-05T23:47:59+01:00;TRANSPOLE:ItemId::439397:LOC;AGRIPPIN/LES PLATANES/2021-03-05T23:50:28.000+01:00
TRANSPOLE:StopPointRef:BP:3774:LOC;LES PLATANES;L1;AGRIPPIN;2021-03-06T00:52:42+01:00;2021-03-05T23:41:29+01:00;TRANSPOLE:ItemId::440669:LOC;AGRIPPIN/LES PLATANES/2021-03-06T00:52:42.000+01:00
TRANSPOLE:StopPointRef:BP:5762:LOC;LIBERTE;L1;AGRIPPIN;2021-03-05T23:31:24+01:00;2021-03-05T23:19:44+01:00;TRANSPOLE:ItemId::439383:LOC;AGRIPPIN/LIBERTE/2021-03-05T23:31:24.000+01:00
TRANSPOLE:StopPointRef:BP:5762:LOC;LIBERTE;L1;AGRIPPIN;2021-03-06T00:33:37+01:00;2021-03-06T00:09:14+01:00;TRANSPOLE:ItemId::440655:LOC;AGRIPPIN/LIBERTE/2021-03-06T00:33:37.000+01:00
TRANSPOLE:StopPointRef:BP:4622:LOC;LOMMELET;L1;AGRIPPIN;2021-03-05T23:48:24+01:00;2021-03-05T23:40:59+01:00;TRANSPOLE:ItemId::439394:LOC;AGRIPPIN/LOMMELET/2021-03-05T23:48:24.000+01:00
TRANSPOLE:StopPointRef:BP:4622:LOC;LOMMELET;L1;AGRIPPIN;2021-03-06T00:49:25+01:00;2021-03-05T23:46:59+01:00;TRANSPOLE:ItemId::440666:LOC;AGRIPPIN/LOMMELET/2021-03-06T00:49:25.000+01:00
TRANSPOLE:StopPointRef:BP:5250:LOC;MAIRIE;L1;AGRIPPIN;2021-03-05T23:47:24+01:00;2021-03-05T23:39:44+01:00;TRANSPOLE:ItemId::439392:LOC;AGRIPPIN/MAIRIE/2021-03-05T23:47:24.000+01:00
TRANSPOLE:StopPointRef:BP:5113:LOC;MAIRIE;L1;AGRIPPIN;2021-03-05T23:55:38+01:00;2021-03-05T23:48:59+01:00;TRANSPOLE:ItemId::439400:LOC;AGRIPPIN/MAIRIE/2021-03-05T23:55:38.000+01:00
TRANSPOLE:StopPointRef:BP:5250:LOC;MAIRIE;L1;AGRIPPIN;2021-03-06T00:47:38+01:00;2021-03-05T23:03:29+01:00;TRANSPOLE:ItemId::440664:LOC;AGRIPPIN/MAIRIE/2021-03-06T00:47:38.000+01:00
TRANSPOLE:StopPointRef:BP:5113:LOC;MAIRIE;L1;AGRIPPIN;2021-03-06T00:57:36+01:00;2021-03-06T00:08:29+01:00;TRANSPOLE:ItemId::440672:LOC;AGRIPPIN/MAIRIE/2021-03-06T00:57:36.000+01:00
TRANSPOLE:StopPointRef:BP:2692:LOC;MARRONNIERS;L1;AGRIPPIN;2021-03-05T23:24:26+01:00;2021-03-05T23:18:14+01:00;TRANSPOLE:ItemId::439375:LOC;AGRIPPIN/MARRONNIERS/2021-03-05T23:24:26.000+01:00
TRANSPOLE:StopPointRef:BP:2692:LOC;MARRONNIERS;L1;AGRIPPIN;2021-03-06T00:25:11+01:00;2021-03-05T23:22:14+01:00;TRANSPOLE:ItemId::440647:LOC;AGRIPPIN/MARRONNIERS/2021-03-06T00:25:11.000+01:00
TRANSPOLE:StopPointRef:BP:3104:LOC;MOLIERE;L1;AGRIPPIN;2021-03-05T23:45:32+01:00;2021-03-05T23:29:15+01:00;TRANSPOLE:ItemId::439391:LOC;AGRIPPIN/MOLIERE/2021-03-05T23:45:32.000+01:00
TRANSPOLE:StopPointRef:BP:3104:LOC;MOLIERE;L1;AGRIPPIN;2021-03-06T00:46:31+01:00;2021-03-05T23:43:59+01:00;TRANSPOLE:ItemId::440663:LOC;AGRIPPIN/MOLIERE/2021-03-06T00:46:31.000+01:00
TRANSPOLE:StopPointRef:BP:2771:LOC;MOULIN DE FACHES;L1;AGRIPPIN;2021-03-06T00:10:24+01:00;2021-03-05T22:58:29+01:00;TRANSPOLE:ItemId::440635:LOC;AGRIPPIN/MOULIN DE FACHES/2021-03-06T00:10:24.000+01:00
TRANSPOLE:StopPointRef:BP:5547:LOC;MOULIN LESQUIN;L1;AGRIPPIN;2021-03-06T00:11:35+01:00;2021-03-05T22:58:29+01:00;TRANSPOLE:ItemId::440636:LOC;AGRIPPIN/MOULIN LESQUIN/2021-03-06T00:11:35.000+01:00
TRANSPOLE:StopPointRef:BP:4687:LOC;NATIONALE;L1;AGRIPPIN;2021-03-05T23:33:38+01:00;2021-03-05T23:24:26+01:00;TRANSPOLE:ItemId::439385:LOC;AGRIPPIN/NATIONALE/2021-03-05T23:33:38.000+01:00
TRANSPOLE:StopPointRef:BP:4687:LOC;NATIONALE;L1;AGRIPPIN;2021-03-06T00:35:50+01:00;2021-03-05T23:34:44+01:00;TRANSPOLE:ItemId::440657:LOC;AGRIPPIN/NATIONALE/2021-03-06T00:35:50.000+01:00
TRANSPOLE:StopPointRef:BP:3696:LOC;P I DE DOUAI;L1;AGRIPPIN;2021-03-05T23:26:25+01:00;2021-03-05T23:11:14+01:00;TRANSPOLE:ItemId::439377:LOC;AGRIPPIN/P I DE DOUAI/2021-03-05T23:26:25.000+01:00
TRANSPOLE:StopPointRef:BP:3696:LOC;P I DE DOUAI;L1;AGRIPPIN;2021-03-06T00:27:41+01:00;2021-03-06T00:09:14+01:00;TRANSPOLE:ItemId::440649:LOC;AGRIPPIN/P I DE DOUAI/2021-03-06T00:27:41.000+01:00
TRANSPOLE:StopPointRef:BP:4618:LOC;PARE;L1;AGRIPPIN;2021-03-05T23:57:22+01:00;2021-03-05T23:45:44+01:00;TRANSPOLE:ItemId::439403:LOC;AGRIPPIN/PARE/2021-03-05T23:57:22.000+01:00
TRANSPOLE:StopPointRef:BP:4618:LOC;PARE;L1;AGRIPPIN;2021-03-06T00:59:19+01:00;2021-03-05T23:41:29+01:00;TRANSPOLE:ItemId::440675:LOC;AGRIPPIN/PARE/2021-03-06T00:59:19.000+01:00
TRANSPOLE:StopPointRef:BP:3674:LOC;PASTEUR;L1;AGRIPPIN;2021-03-05T23:52:26+01:00;2021-03-05T23:47:14+01:00;TRANSPOLE:ItemId::439398:LOC;AGRIPPIN/PASTEUR/2021-03-05T23:52:26.000+01:00
TRANSPOLE:StopPointRef:BP:3674:LOC;PASTEUR;L1;AGRIPPIN;2021-03-06T00:54:29+01:00;2021-03-05T23:41:29+01:00;TRANSPOLE:ItemId::440670:LOC;AGRIPPIN/PASTEUR/2021-03-06T00:54:29.000+01:00
TRANSPOLE:StopPointRef:BP:4034:LOC;PETIT PARADIS;L1;AGRIPPIN;2021-03-05T23:54:15+01:00;2021-03-05T23:42:08+01:00;TRANSPOLE:ItemId::439399:LOC;AGRIPPIN/PETIT PARADIS/2021-03-05T23:54:15.000+01:00
TRANSPOLE:StopPointRef:BP:4034:LOC;PETIT PARADIS;L1;AGRIPPIN;2021-03-06T00:55:47+01:00;2021-03-05T23:41:29+01:00;TRANSPOLE:ItemId::440671:LOC;AGRIPPIN/PETIT PARADIS/2021-03-06T00:55:47.000+01:00
TRANSPOLE:StopPointRef:BP:2911:LOC;PN DE MARQUETTE;L1;AGRIPPIN;2021-03-05T23:50:33+01:00;2021-03-05T23:49:14+01:00;TRANSPOLE:ItemId::439396:LOC;AGRIPPIN/PN DE MARQUETTE/2021-03-05T23:50:33.000+01:00
TRANSPOLE:StopPointRef:BP:2911:LOC;PN DE MARQUETTE;L1;AGRIPPIN;2021-03-06T00:51:59+01:00;2021-03-05T23:41:29+01:00;TRANSPOLE:ItemId::440668:LOC;AGRIPPIN/PN DE MARQUETTE/2021-03-06T00:51:59.000+01:00
TRANSPOLE:StopPointRef:BP:1494:LOC;PORTE DE DOUAI;L1;AGRIPPIN;2021-03-05T23:28:27+01:00;2021-03-05T23:11:51+01:00;TRANSPOLE:ItemId::439379:LOC;AGRIPPIN/PORTE DE DOUAI/2021-03-05T23:28:27.000+01:00
TRANSPOLE:StopPointRef:BP:1494:LOC;PORTE DE DOUAI;L1;AGRIPPIN;2021-03-06T00:29:06+01:00;2021-03-06T00:00:29+01:00;TRANSPOLE:ItemId::440651:LOC;AGRIPPIN/PORTE DE DOUAI/2021-03-06T00:29:06.000+01:00
TRANSPOLE:StopPointRef:BP:5852:LOC;REPUBLIQUE;L1;AGRIPPIN;2021-03-05T23:32:38+01:00;2021-03-05T23:26:14+01:00;TRANSPOLE:ItemId::439384:LOC;AGRIPPIN/REPUBLIQUE/2021-03-05T23:32:38.000+01:00
TRANSPOLE:StopPointRef:BP:5852:LOC;REPUBLIQUE;L1;AGRIPPIN;2021-03-06T00:34:13+01:00;2021-03-05T23:33:44+01:00;TRANSPOLE:ItemId::440656:LOC;AGRIPPIN/REPUBLIQUE/2021-03-06T00:34:13.000+01:00
TRANSPOLE:StopPointRef:BP:4921:LOC;RONCHIN MAIRIE;L1;AGRIPPIN;2021-03-05T23:23:37+01:00;2021-03-05T23:17:59+01:00;TRANSPOLE:ItemId::439374:LOC;AGRIPPIN/RONCHIN MAIRIE/2021-03-05T23:23:37.000+01:00
TRANSPOLE:StopPointRef:BP:4921:LOC;RONCHIN MAIRIE;L1;AGRIPPIN;2021-03-06T00:24:18+01:00;2021-03-05T23:54:59+01:00;TRANSPOLE:ItemId::440646:LOC;AGRIPPIN/RONCHIN MAIRIE/2021-03-06T00:24:18.000+01:00
TRANSPOLE:StopPointRef:BP:5049:LOC;RUBENS;L1;AGRIPPIN;2021-03-06T00:13:59+01:00;2021-03-05T23:03:29+01:00;TRANSPOLE:ItemId::440638:LOC;AGRIPPIN/RUBENS/2021-03-06T00:13:59.000+01:00
TRANSPOLE:StopPointRef:BP:6028:LOC;RUE VALENCIENNES;L1;AGRIPPIN;2021-03-05T23:28:37+01:00;2021-03-05T23:24:59+01:00;TRANSPOLE:ItemId::439381:LOC;AGRIPPIN/RUE VALENCIENNES/2021-03-05T23:28:37.000+01:00
TRANSPOLE:StopPointRef:BP:6028:LOC;RUE VALENCIENNES;L1;AGRIPPIN;2021-03-06T00:30:24+01:00;2021-03-06T00:01:29+01:00;TRANSPOLE:ItemId::440653:LOC;AGRIPPIN/RUE VALENCIENNES/2021-03-06T00:30:24.000+01:00
TRANSPOLE:StopPointRef:BP:3892:LOC;SAINT ANDRE GARE;L1;AGRIPPIN;2021-03-05T23:44:20+01:00;2021-03-05T23:40:59+01:00;TRANSPOLE:ItemId::439390:LOC;AGRIPPIN/SAINT ANDRE GARE/2021-03-05T23:44:20.000+01:00
TRANSPOLE:StopPointRef:BP:3892:LOC;SAINT ANDRE GARE;L1;AGRIPPIN;2021-03-06T00:45:34+01:00;2021-03-06T00:08:29+01:00;TRANSPOLE:ItemId::440662:LOC;AGRIPPIN/SAINT ANDRE GARE/2021-03-06T00:45:34.000+01:00
TRANSPOLE:StopPointRef:BP:2029:LOC;SAINT VENANT;L1;AGRIPPIN;2021-03-05T23:20:28+01:00;2021-03-05T23:10:59+01:00;TRANSPOLE:ItemId::439372:LOC;AGRIPPIN/SAINT VENANT/2021-03-05T23:20:28.000+01:00
TRANSPOLE:StopPointRef:BP:2029:LOC;SAINT VENANT;L1;AGRIPPIN;2021-03-06T00:21:39+01:00;2021-03-06T00:09:14+01:00;TRANSPOLE:ItemId::440644:LOC;AGRIPPIN/SAINT VENANT/2021-03-06T00:21:39.000+01:00
TRANSPOLE:StopPointRef:BP:5989:LOC;TREVISE;L1;AGRIPPIN;2021-03-05T23:28:31+01:00;2021-03-05T23:26:44+01:00;TRANSPOLE:ItemId::439380:LOC;AGRIPPIN/TREVISE/2021-03-05T23:28:31.000+01:00
TRANSPOLE:StopPointRef:BP:5989:LOC;TREVISE;L1;AGRIPPIN;2021-03-06T00:29:46+01:00;2021-03-05T23:03:29+01:00;TRANSPOLE:ItemId::440652:LOC;AGRIPPIN/TREVISE/2021-03-06T00:29:46.000+01:00
TRANSPOLE:StopPointRef:BP:4012:LOC;VERDUN;L1;AGRIPPIN;2021-03-06T00:12:24+01:00;2021-03-05T22:58:29+01:00;TRANSPOLE:ItemId::440637:LOC;AGRIPPIN/VERDUN/2021-03-06T00:12:24.000+01:00
TRANSPOLE:StopPointRef:BP:5362:LOC;4 VENTS;18;ANATOLE FRANCE;2021-03-05T23:14:37+01:00;2021-03-05T23:09:29+01:00;TRANSPOLE:ItemId::360218:LOC;ANATOLE FRANCE/4 VENTS/2021-03-05T23:14:37.000+01:00
TRANSPOLE:StopPointRef:BP:5362:LOC;4 VENTS;18;ANATOLE FRANCE;2021-03-05T23:43:40+01:00;2021-03-05T23:38:55+01:00;TRANSPOLE:ItemId::357814:LOC;ANATOLE FRANCE/4 VENTS/2021-03-05T23:43:40.000+01:00
TRANSPOLE:StopPointRef:BP:5362:LOC;4 VENTS;18;ANATOLE FRANCE;2021-03-06T00:13:22+01:00;2021-03-05T22:58:29+01:00;TRANSPOLE:ItemId::359332:LOC;ANATOLE FRANCE/4 VENTS/2021-03-06T00:13:22.000+01:00
TRANSPOLE:StopPointRef:BP:2211:LOC;AVENIR;18;ANATOLE FRANCE;2021-03-05T23:20:34+01:00;2021-03-05T23:15:44+01:00;TRANSPOLE:ItemId::360223:LOC;ANATOLE FRANCE/AVENIR/2021-03-05T23:20:34.000+01:00
TRANSPOLE:StopPointRef:BP:2211:LOC;AVENIR;18;ANATOLE FRANCE;2021-03-05T23:49:33+01:00;2021-03-05T23:41:14+01:00;TRANSPOLE:ItemId::357819:LOC;ANATOLE FRANCE/AVENIR/2021-03-05T23:49:33.000+01:00
TRANSPOLE:StopPointRef:BP:2211:LOC;AVENIR;18;ANATOLE FRANCE;2021-03-06T00:19:32+01:00;2021-03-06T00:11:14+01:00;TRANSPOLE:ItemId::359337:LOC;ANATOLE FRANCE/AVENIR/2021-03-06T00:19:32.000+01:00
TRANSPOLE:StopPointRef:BP:6242:LOC;BAYART;18;ANATOLE FRANCE;2021-03-05T23:17:29+01:00;2021-03-05T23:10:59+01:00;TRANSPOLE:ItemId::359990:LOC;ANATOLE FRANCE/BAYART/2021-03-05T23:17:29.000+01:00
TRANSPOLE:StopPointRef:BP:6242:LOC;BAYART;18;ANATOLE FRANCE;2021-03-05T23:44:37+01:00;2021-03-05T23:40:33+01:00;TRANSPOLE:ItemId::360242:LOC;ANATOLE FRANCE/BAYART/2021-03-05T23:44:37.000+01:00
TRANSPOLE:StopPointRef:BP:6242:LOC;BAYART;18;ANATOLE FRANCE;2021-03-06T00:13:35+01:00;2021-03-05T23:55:44+01:00;TRANSPOLE:ItemId::357838:LOC;ANATOLE FRANCE/BAYART/2021-03-06T00:13:35.000+01:00
TRANSPOLE:StopPointRef:BP:885:LOC;BOIS BLANCS;18;ANATOLE FRANCE;2021-03-05T23:38:33+01:00;2021-03-05T23:36:44+01:00;TRANSPOLE:ItemId::360239:LOC;ANATOLE FRANCE/BOIS BLANCS/2021-03-05T23:38:33.000+01:00
TRANSPOLE:StopPointRef:BP:885:LOC;BOIS BLANCS;18;ANATOLE FRANCE;2021-03-06T00:12:37+01:00;2021-03-05T23:46:29+01:00;TRANSPOLE:ItemId::357835:LOC;ANATOLE FRANCE/BOIS BLANCS/2021-03-06T00:12:37.000+01:00
TRANSPOLE:StopPointRef:BP:885:LOC;BOIS BLANCS;18;ANATOLE FRANCE;2021-03-06T00:41:38+01:00;2021-03-06T00:12:29+01:00;TRANSPOLE:ItemId::359353:LOC;ANATOLE FRANCE/BOIS BLANCS/2021-03-06T00:41:38.000+01:00
TRANSPOLE:StopPointRef:BP:5478:LOC;DEFAUX;18;ANATOLE FRANCE;2021-03-05T23:17:34+01:00;2021-03-05T23:09:29+01:00;TRANSPOLE:ItemId::360221:LOC;ANATOLE FRANCE/DEFAUX/2021-03-05T23:17:34.000+01:00
TRANSPOLE:StopPointRef:BP:5478:LOC;DEFAUX;18;ANATOLE FRANCE;2021-03-05T23:46:37+01:00;2021-03-05T23:38:55+01:00;TRANSPOLE:ItemId::357817:LOC;ANATOLE FRANCE/DEFAUX/2021-03-05T23:46:37.000+01:00
TRANSPOLE:StopPointRef:BP:5478:LOC;DEFAUX;18;ANATOLE FRANCE;2021-03-06T00:16:19+01:00;2021-03-05T22:58:29+01:00;TRANSPOLE:ItemId::359335:LOC;ANATOLE FRANCE/DEFAUX/2021-03-06T00:16:19.000+01:00
TRANSPOLE:StopPointRef:BP:6233:LOC;EURATECHNOLOGIES;18;ANATOLE FRANCE;2021-03-05T23:19:25+01:00;2021-03-05T23:13:44+01:00;TRANSPOLE:ItemId::359992:LOC;ANATOLE FRANCE/EURATECHNOLOGIES/2021-03-05T23:19:25.000+01:00
TRANSPOLE:StopPointRef:BP:6233:LOC;EURATECHNOLOGIES;18;ANATOLE FRANCE;2021-03-05T23:43:36+01:00;2021-03-05T23:37:29+01:00;TRANSPOLE:ItemId::360244:LOC;ANATOLE FRANCE/EURATECHNOLOGIES/2021-03-05T23:43:36.000+01:00
