Ligne (ID);Ligne (nom court);Code du sens;Destination;Point d'arrêt (ID);Point d'arrêt (nom);Coordonnées;Arrivée;Départ;Précision
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T22:20:06+01:00;2021-03-08T22:20:16+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T22:29:06+01:00;2021-03-08T22:29:16+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:22:40+01:00;2021-03-08T21:22:50+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T22:33:36+01:00;2021-03-08T22:33:46+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T22:56:06+01:00;2021-03-08T22:56:16+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:36:19+01:00;2021-03-08T21:36:29+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T22:38:06+01:00;2021-03-08T22:38:16+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T23:14:06+01:00;2021-03-08T23:14:16+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:40:49+01:00;2021-03-08T21:40:59+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T22:47:06+01:00;2021-03-08T22:47:16+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T23:23:06+01:00;2021-03-08T23:23:16+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:58:49+01:00;2021-03-08T21:58:59+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T23:00:36+01:00;2021-03-08T23:00:46+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T20:51:10+01:00;2021-03-08T20:51:22+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:03:19+01:00;2021-03-08T22:03:29+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T23:05:06+01:00;2021-03-08T23:05:16+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:04:40+01:00;2021-03-08T21:04:50+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:12:19+01:00;2021-03-08T22:12:29+01:00;Applicable
1001;a;0;La Poterie;5010;Clemenceau;48.093565,-1.674477;2021-03-08T23:18:36+01:00;2021-03-08T23:18:46+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:18:10+01:00;2021-03-08T21:18:20+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:25:49+01:00;2021-03-08T22:25:59+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T20:37:38+01:00;2021-03-08T20:37:50+01:00;Temps réel
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:49:49+01:00;2021-03-08T21:49:59+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:34:49+01:00;2021-03-08T22:34:59+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T20:55:40+01:00;2021-03-08T20:55:52+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:54:19+01:00;2021-03-08T21:54:29+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:39:19+01:00;2021-03-08T22:39:29+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:27:10+01:00;2021-03-08T21:27:20+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:30:19+01:00;2021-03-08T22:30:29+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:48:19+01:00;2021-03-08T22:48:29+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T21:31:49+01:00;2021-03-08T21:31:59+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T22:52:49+01:00;2021-03-08T22:52:59+01:00;Applicable
1001;a;0;La Poterie;5011;Henri Fréville;48.087577,-1.674859;2021-03-08T23:01:49+01:00;2021-03-08T23:01:59+01:00;Applicable
