identifiantStation;nomStation;codeLigne;sensLigne;heureEstimeeDepart;dateModification;cleModification;cleTri
TRANSPOLE:StopPointRef:BP:3847:LOC;4 CANTONS STADE;68;4 CANTONS STADE;2021-03-08T19:30:00+01:00;2021-03-08T19:06:23+01:00;TRANSPOLE:ItemId::779381:LOC;4 CANTONS STADE/4 CANTONS STADE/2021-03-08T19:30:00.000+01:00
TRANSPOLE:StopPointRef:BP:3847:LOC;4 CANTONS STADE;Z8;4 CANTONS STADE;2021-03-08T20:00:00+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898450:LOC;4 CANTONS STADE/4 CANTONS STADE/2021-03-08T20:00:00.000+01:00
TRANSPOLE:StopPointRef:BP:3847:LOC;4 CANTONS STADE;68;4 CANTONS STADE;2021-03-08T20:30:00+01:00;2021-03-08T19:49:38+01:00;TRANSPOLE:ItemId::779399:LOC;4 CANTONS STADE/4 CANTONS STADE/2021-03-08T20:30:00.000+01:00
TRANSPOLE:StopPointRef:BP:3847:LOC;4 CANTONS STADE;Z8;4 CANTONS STADE;2021-03-08T21:00:00+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898461:LOC;4 CANTONS STADE/4 CANTONS STADE/2021-03-08T21:00:00.000+01:00
TRANSPOLE:StopPointRef:BP:3847:LOC;4 CANTONS STADE;Z8;4 CANTONS STADE;2021-03-08T21:40:00+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898472:LOC;4 CANTONS STADE/4 CANTONS STADE/2021-03-08T21:40:00.000+01:00
TRANSPOLE:StopPointRef:BP:8117:LOC;AEROPARC 2;68;4 CANTONS STADE;2021-03-08T19:46:40+01:00;2021-03-08T19:35:53+01:00;TRANSPOLE:ItemId::779389:LOC;4 CANTONS STADE/AEROPARC 2/2021-03-08T19:46:40.000+01:00
TRANSPOLE:StopPointRef:BP:8117:LOC;AEROPARC 2;68;4 CANTONS STADE;2021-03-08T20:41:52+01:00;2021-03-08T19:31:23+01:00;TRANSPOLE:ItemId::779407:LOC;4 CANTONS STADE/AEROPARC 2/2021-03-08T20:41:52.000+01:00
TRANSPOLE:StopPointRef:BP:2296:LOC;AGORA;66;4 CANTONS STADE;2021-03-08T19:22:58+01:00;2021-03-08T18:24:53+01:00;TRANSPOLE:ItemId::776936:LOC;4 CANTONS STADE/AGORA/2021-03-08T19:22:58.000+01:00
TRANSPOLE:StopPointRef:BP:2296:LOC;AGORA;66;4 CANTONS STADE;2021-03-08T20:32:35+01:00;2021-03-08T19:19:23+01:00;TRANSPOLE:ItemId::777497:LOC;4 CANTONS STADE/AGORA/2021-03-08T20:32:35.000+01:00
TRANSPOLE:StopPointRef:BP:4539:LOC;ANATOLE FRANCE;Z8;4 CANTONS STADE;2021-03-08T20:05:42+01:00;2021-03-08T18:55:08+01:00;TRANSPOLE:ItemId::898456:LOC;4 CANTONS STADE/ANATOLE FRANCE/2021-03-08T20:05:42.000+01:00
TRANSPOLE:StopPointRef:BP:4539:LOC;ANATOLE FRANCE;Z8;4 CANTONS STADE;2021-03-08T21:15:29+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898467:LOC;4 CANTONS STADE/ANATOLE FRANCE/2021-03-08T21:15:29.000+01:00
TRANSPOLE:StopPointRef:BP:4539:LOC;ANATOLE FRANCE;Z8;4 CANTONS STADE;2021-03-08T21:55:29+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898478:LOC;4 CANTONS STADE/ANATOLE FRANCE/2021-03-08T21:55:29.000+01:00
TRANSPOLE:StopPointRef:BP:329:LOC;BAISIEUX GARE;66;4 CANTONS STADE;2021-03-08T19:42:34+01:00;2021-03-08T19:28:06+01:00;TRANSPOLE:ItemId::776952:LOC;4 CANTONS STADE/BAISIEUX GARE/2021-03-08T19:42:34.000+01:00
TRANSPOLE:StopPointRef:BP:329:LOC;BAISIEUX GARE;66;4 CANTONS STADE;2021-03-08T20:51:09+01:00;2021-03-08T19:38:23+01:00;TRANSPOLE:ItemId::777513:LOC;4 CANTONS STADE/BAISIEUX GARE/2021-03-08T20:51:09.000+01:00
TRANSPOLE:StopPointRef:BP:3140:LOC;BAISIEUX SIN;66;4 CANTONS STADE;2021-03-08T19:42:26+01:00;2021-03-08T19:35:08+01:00;TRANSPOLE:ItemId::776953:LOC;4 CANTONS STADE/BAISIEUX SIN/2021-03-08T19:42:26.000+01:00
TRANSPOLE:StopPointRef:BP:3140:LOC;BAISIEUX SIN;66;4 CANTONS STADE;2021-03-08T20:52:30+01:00;2021-03-08T19:38:23+01:00;TRANSPOLE:ItemId::777514:LOC;4 CANTONS STADE/BAISIEUX SIN/2021-03-08T20:52:30.000+01:00
TRANSPOLE:StopPointRef:BP:225:LOC;BARAQUES;66;4 CANTONS STADE;2021-03-08T19:37:19+01:00;2021-03-08T19:23:38+01:00;TRANSPOLE:ItemId::776948:LOC;4 CANTONS STADE/BARAQUES/2021-03-08T19:37:19.000+01:00
TRANSPOLE:StopPointRef:BP:225:LOC;BARAQUES;66;4 CANTONS STADE;2021-03-08T20:45:12+01:00;2021-03-08T19:26:23+01:00;TRANSPOLE:ItemId::777509:LOC;4 CANTONS STADE/BARAQUES/2021-03-08T20:45:12.000+01:00
TRANSPOLE:StopPointRef:BP:3582:LOC;BEAU BOUQUET;66;4 CANTONS STADE;2021-03-08T19:47:23+01:00;2021-03-08T19:33:53+01:00;TRANSPOLE:ItemId::776956:LOC;4 CANTONS STADE/BEAU BOUQUET/2021-03-08T19:47:23.000+01:00
TRANSPOLE:StopPointRef:BP:3582:LOC;BEAU BOUQUET;66;4 CANTONS STADE;2021-03-08T20:57:15+01:00;2021-03-08T19:38:23+01:00;TRANSPOLE:ItemId::777517:LOC;4 CANTONS STADE/BEAU BOUQUET/2021-03-08T20:57:15.000+01:00
TRANSPOLE:StopPointRef:BP:1503:LOC;BEAU COIN;66;4 CANTONS STADE;2021-03-08T19:37:25+01:00;2021-03-08T19:34:08+01:00;TRANSPOLE:ItemId::776949:LOC;4 CANTONS STADE/BEAU COIN/2021-03-08T19:37:25.000+01:00
TRANSPOLE:StopPointRef:BP:1503:LOC;BEAU COIN;66;4 CANTONS STADE;2021-03-08T20:46:40+01:00;2021-03-08T19:26:23+01:00;TRANSPOLE:ItemId::777510:LOC;4 CANTONS STADE/BEAU COIN/2021-03-08T20:46:40.000+01:00
TRANSPOLE:StopPointRef:BP:5213:LOC;BICENTENAIRE;66;4 CANTONS STADE;2021-03-08T19:15:34+01:00;2021-03-08T19:09:23+01:00;TRANSPOLE:ItemId::777449:LOC;4 CANTONS STADE/BICENTENAIRE/2021-03-08T19:15:34.000+01:00
TRANSPOLE:StopPointRef:BP:5213:LOC;BICENTENAIRE;66;4 CANTONS STADE;2021-03-08T20:19:23+01:00;2021-03-08T03:20:05+01:00;TRANSPOLE:ItemId::778107:LOC;4 CANTONS STADE/BICENTENAIRE/2021-03-08T20:19:23.000+01:00
TRANSPOLE:StopPointRef:BP:347:LOC;BON POSTE;66;4 CANTONS STADE;2021-03-08T19:31:25+01:00;2021-03-08T19:23:38+01:00;TRANSPOLE:ItemId::776943:LOC;4 CANTONS STADE/BON POSTE/2021-03-08T19:31:25.000+01:00
TRANSPOLE:StopPointRef:BP:347:LOC;BON POSTE;66;4 CANTONS STADE;2021-03-08T20:39:18+01:00;2021-03-08T19:26:23+01:00;TRANSPOLE:ItemId::777504:LOC;4 CANTONS STADE/BON POSTE/2021-03-08T20:39:18.000+01:00
TRANSPOLE:StopPointRef:BP:5628:LOC;BOUTEMY;66;4 CANTONS STADE;2021-03-08T19:27:11+01:00;2021-03-08T18:24:53+01:00;TRANSPOLE:ItemId::776939:LOC;4 CANTONS STADE/BOUTEMY/2021-03-08T19:27:11.000+01:00
TRANSPOLE:StopPointRef:BP:5628:LOC;BOUTEMY;66;4 CANTONS STADE;2021-03-08T20:36:15+01:00;2021-03-08T19:19:23+01:00;TRANSPOLE:ItemId::777500:LOC;4 CANTONS STADE/BOUTEMY/2021-03-08T20:36:15.000+01:00
TRANSPOLE:StopPointRef:BP:2494:LOC;CHATEAU;66;4 CANTONS STADE;2021-03-08T19:50:26+01:00;2021-03-08T19:41:22+01:00;TRANSPOLE:ItemId::776957:LOC;4 CANTONS STADE/CHATEAU/2021-03-08T19:50:26.000+01:00
TRANSPOLE:StopPointRef:BP:2494:LOC;CHATEAU;66;4 CANTONS STADE;2021-03-08T20:59:04+01:00;2021-03-08T19:38:23+01:00;TRANSPOLE:ItemId::777518:LOC;4 CANTONS STADE/CHATEAU/2021-03-08T20:59:04.000+01:00
TRANSPOLE:StopPointRef:BP:3116:LOC;CTRE COMMERCIAL;66;4 CANTONS STADE;2021-03-08T19:20:00+01:00;2021-03-08T19:14:19+01:00;TRANSPOLE:ItemId::776934:LOC;4 CANTONS STADE/CTRE COMMERCIAL/2021-03-08T19:20:00.000+01:00
TRANSPOLE:StopPointRef:BP:3116:LOC;CTRE COMMERCIAL;66;4 CANTONS STADE;2021-03-08T20:30:00+01:00;2021-03-08T19:19:23+01:00;TRANSPOLE:ItemId::777495:LOC;4 CANTONS STADE/CTRE COMMERCIAL/2021-03-08T20:30:00.000+01:00
TRANSPOLE:StopPointRef:BP:3792:LOC;DEFFONTAINES;66;4 CANTONS STADE;2021-03-08T19:44:18+01:00;2021-03-08T19:33:53+01:00;TRANSPOLE:ItemId::776954:LOC;4 CANTONS STADE/DEFFONTAINES/2021-03-08T19:44:18.000+01:00
TRANSPOLE:StopPointRef:BP:3792:LOC;DEFFONTAINES;66;4 CANTONS STADE;2021-03-08T20:53:51+01:00;2021-03-08T19:38:23+01:00;TRANSPOLE:ItemId::777515:LOC;4 CANTONS STADE/DEFFONTAINES/2021-03-08T20:53:51.000+01:00
TRANSPOLE:StopPointRef:BP:1225:LOC;DESCAT;68;4 CANTONS STADE;2021-03-08T18:56:22+01:00;2021-03-08T18:54:53+01:00;TRANSPOLE:ItemId::779372:LOC;4 CANTONS STADE/DESCAT/2021-03-08T18:56:22.000+01:00
TRANSPOLE:StopPointRef:BP:1225:LOC;DESCAT;68;4 CANTONS STADE;2021-03-08T19:51:28+01:00;2021-03-08T19:40:38+01:00;TRANSPOLE:ItemId::779390:LOC;4 CANTONS STADE/DESCAT/2021-03-08T19:51:28.000+01:00
TRANSPOLE:StopPointRef:BP:1225:LOC;DESCAT;68;4 CANTONS STADE;2021-03-08T20:45:30+01:00;2021-03-08T19:34:54+01:00;TRANSPOLE:ItemId::779408:LOC;4 CANTONS STADE/DESCAT/2021-03-08T20:45:30.000+01:00
TRANSPOLE:StopPointRef:BP:5810:LOC;FOREST EGLISE;66;4 CANTONS STADE;2021-03-08T19:10:00+01:00;2021-03-08T18:40:09+01:00;TRANSPOLE:ItemId::777445:LOC;4 CANTONS STADE/FOREST EGLISE/2021-03-08T19:10:00.000+01:00
TRANSPOLE:StopPointRef:BP:5810:LOC;FOREST EGLISE;66;4 CANTONS STADE;2021-03-08T20:15:00+01:00;2021-03-08T03:20:05+01:00;TRANSPOLE:ItemId::778103:LOC;4 CANTONS STADE/FOREST EGLISE/2021-03-08T20:15:00.000+01:00
TRANSPOLE:StopPointRef:BP:2760:LOC;FOREST MAIRIE;66;4 CANTONS STADE;2021-03-08T19:11:33+01:00;2021-03-08T19:09:08+01:00;TRANSPOLE:ItemId::777446:LOC;4 CANTONS STADE/FOREST MAIRIE/2021-03-08T19:11:33.000+01:00
TRANSPOLE:StopPointRef:BP:2760:LOC;FOREST MAIRIE;66;4 CANTONS STADE;2021-03-08T20:15:42+01:00;2021-03-08T03:20:05+01:00;TRANSPOLE:ItemId::778104:LOC;4 CANTONS STADE/FOREST MAIRIE/2021-03-08T20:15:42.000+01:00
TRANSPOLE:StopPointRef:BP:4679:LOC;GRESSART;66;4 CANTONS STADE;2021-03-08T19:13:41+01:00;2021-03-08T18:40:09+01:00;TRANSPOLE:ItemId::777448:LOC;4 CANTONS STADE/GRESSART/2021-03-08T19:13:41.000+01:00
TRANSPOLE:StopPointRef:BP:4679:LOC;GRESSART;66;4 CANTONS STADE;2021-03-08T20:18:40+01:00;2021-03-08T03:20:05+01:00;TRANSPOLE:ItemId::778106:LOC;4 CANTONS STADE/GRESSART/2021-03-08T20:18:40.000+01:00
TRANSPOLE:StopPointRef:BP:7931:LOC;HALEY;66;4 CANTONS STADE;2021-03-08T19:02:35+01:00;2021-03-08T18:51:23+01:00;TRANSPOLE:ItemId::776743:LOC;4 CANTONS STADE/HALEY/2021-03-08T19:02:35.000+01:00
TRANSPOLE:StopPointRef:BP:7931:LOC;HALEY;66;4 CANTONS STADE;2021-03-08T19:26:32+01:00;2021-03-08T19:10:08+01:00;TRANSPOLE:ItemId::777458:LOC;4 CANTONS STADE/HALEY/2021-03-08T19:26:32.000+01:00
TRANSPOLE:StopPointRef:BP:7931:LOC;HALEY;66;4 CANTONS STADE;2021-03-08T19:58:34+01:00;2021-03-08T19:39:39+01:00;TRANSPOLE:ItemId::776965:LOC;4 CANTONS STADE/HALEY/2021-03-08T19:58:34.000+01:00
TRANSPOLE:StopPointRef:BP:898:LOC;HARISSON;66;4 CANTONS STADE;2021-03-08T18:58:08+01:00;2021-03-08T18:49:23+01:00;TRANSPOLE:ItemId::776740:LOC;4 CANTONS STADE/HARISSON/2021-03-08T18:58:08.000+01:00
TRANSPOLE:StopPointRef:BP:898:LOC;HARISSON;66;4 CANTONS STADE;2021-03-08T19:21:00+01:00;2021-03-08T18:40:09+01:00;TRANSPOLE:ItemId::777455:LOC;4 CANTONS STADE/HARISSON/2021-03-08T19:21:00.000+01:00
TRANSPOLE:StopPointRef:BP:898:LOC;HARISSON;66;4 CANTONS STADE;2021-03-08T19:54:18+01:00;2021-03-08T19:47:08+01:00;TRANSPOLE:ItemId::776962:LOC;4 CANTONS STADE/HARISSON/2021-03-08T19:54:18.000+01:00
TRANSPOLE:StopPointRef:BP:7929:LOC;HARMONIE;66;4 CANTONS STADE;2021-03-08T19:01:32+01:00;2021-03-08T18:54:09+01:00;TRANSPOLE:ItemId::776742:LOC;4 CANTONS STADE/HARMONIE/2021-03-08T19:01:32.000+01:00
TRANSPOLE:StopPointRef:BP:7929:LOC;HARMONIE;66;4 CANTONS STADE;2021-03-08T19:24:43+01:00;2021-03-08T19:09:23+01:00;TRANSPOLE:ItemId::777457:LOC;4 CANTONS STADE/HARMONIE/2021-03-08T19:24:43.000+01:00
TRANSPOLE:StopPointRef:BP:7929:LOC;HARMONIE;66;4 CANTONS STADE;2021-03-08T19:57:45+01:00;2021-03-08T19:39:53+01:00;TRANSPOLE:ItemId::776964:LOC;4 CANTONS STADE/HARMONIE/2021-03-08T19:57:45.000+01:00
TRANSPOLE:StopPointRef:BP:943:LOC;HORIZON;66;4 CANTONS STADE;2021-03-08T18:59:30+01:00;2021-03-08T18:50:53+01:00;TRANSPOLE:ItemId::776741:LOC;4 CANTONS STADE/HORIZON/2021-03-08T18:59:30.000+01:00
TRANSPOLE:StopPointRef:BP:943:LOC;HORIZON;66;4 CANTONS STADE;2021-03-08T19:23:38+01:00;2021-03-08T19:09:38+01:00;TRANSPOLE:ItemId::777456:LOC;4 CANTONS STADE/HORIZON/2021-03-08T19:23:38.000+01:00
TRANSPOLE:StopPointRef:BP:943:LOC;HORIZON;66;4 CANTONS STADE;2021-03-08T19:55:38+01:00;2021-03-08T19:39:10+01:00;TRANSPOLE:ItemId::776963:LOC;4 CANTONS STADE/HORIZON/2021-03-08T19:55:38.000+01:00
TRANSPOLE:StopPointRef:BP:4427:LOC;JAURES LESQUIN;68;4 CANTONS STADE;2021-03-08T18:59:19+01:00;2021-03-08T18:54:09+01:00;TRANSPOLE:ItemId::779374:LOC;4 CANTONS STADE/JAURES LESQUIN/2021-03-08T18:59:19.000+01:00
TRANSPOLE:StopPointRef:BP:4427:LOC;JAURES LESQUIN;68;4 CANTONS STADE;2021-03-08T19:51:27+01:00;2021-03-08T19:42:38+01:00;TRANSPOLE:ItemId::779392:LOC;4 CANTONS STADE/JAURES LESQUIN/2021-03-08T19:51:27.000+01:00
TRANSPOLE:StopPointRef:BP:4427:LOC;JAURES LESQUIN;68;4 CANTONS STADE;2021-03-08T20:47:16+01:00;2021-03-08T19:34:54+01:00;TRANSPOLE:ItemId::779410:LOC;4 CANTONS STADE/JAURES LESQUIN/2021-03-08T20:47:16.000+01:00
TRANSPOLE:StopPointRef:BP:8259:LOC;JEAN JAURES;68;4 CANTONS STADE;2021-03-08T19:39:41+01:00;2021-03-08T19:38:53+01:00;TRANSPOLE:ItemId::779387:LOC;4 CANTONS STADE/JEAN JAURES/2021-03-08T19:39:41.000+01:00
TRANSPOLE:StopPointRef:BP:8259:LOC;JEAN JAURES;68;4 CANTONS STADE;2021-03-08T20:34:56+01:00;2021-03-08T19:24:08+01:00;TRANSPOLE:ItemId::779405:LOC;4 CANTONS STADE/JEAN JAURES/2021-03-08T20:34:56.000+01:00
TRANSPOLE:StopPointRef:BP:5877:LOC;JUSTICE;66;4 CANTONS STADE;2021-03-08T19:24:20+01:00;2021-03-08T18:24:53+01:00;TRANSPOLE:ItemId::776937:LOC;4 CANTONS STADE/JUSTICE/2021-03-08T19:24:20.000+01:00
TRANSPOLE:StopPointRef:BP:5877:LOC;JUSTICE;66;4 CANTONS STADE;2021-03-08T20:33:46+01:00;2021-03-08T19:19:23+01:00;TRANSPOLE:ItemId::777498:LOC;4 CANTONS STADE/JUSTICE/2021-03-08T20:33:46.000+01:00
TRANSPOLE:StopPointRef:BP:8113:LOC;LA MOTTE;68;4 CANTONS STADE;2021-03-08T19:40:30+01:00;2021-03-08T19:35:53+01:00;TRANSPOLE:ItemId::779388:LOC;4 CANTONS STADE/LA MOTTE/2021-03-08T19:40:30.000+01:00
TRANSPOLE:StopPointRef:BP:8113:LOC;LA MOTTE;68;4 CANTONS STADE;2021-03-08T20:36:17+01:00;2021-03-08T19:25:08+01:00;TRANSPOLE:ItemId::779406:LOC;4 CANTONS STADE/LA MOTTE/2021-03-08T20:36:17.000+01:00
TRANSPOLE:StopPointRef:BP:5311:LOC;LANNOY PLACE;66;4 CANTONS STADE;2021-03-08T19:29:28+01:00;2021-03-08T19:22:39+01:00;TRANSPOLE:ItemId::776940:LOC;4 CANTONS STADE/LANNOY PLACE/2021-03-08T19:29:28.000+01:00
TRANSPOLE:StopPointRef:BP:5311:LOC;LANNOY PLACE;66;4 CANTONS STADE;2021-03-08T20:36:59+01:00;2021-03-08T19:28:23+01:00;TRANSPOLE:ItemId::777501:LOC;4 CANTONS STADE/LANNOY PLACE/2021-03-08T20:36:59.000+01:00
TRANSPOLE:StopPointRef:BP:189:LOC;LAPIN BLANC;66;4 CANTONS STADE;2021-03-08T19:36:27+01:00;2021-03-08T19:22:39+01:00;TRANSPOLE:ItemId::776947:LOC;4 CANTONS STADE/LAPIN BLANC/2021-03-08T19:36:27.000+01:00
TRANSPOLE:StopPointRef:BP:189:LOC;LAPIN BLANC;66;4 CANTONS STADE;2021-03-08T20:43:58+01:00;2021-03-08T19:26:23+01:00;TRANSPOLE:ItemId::777508:LOC;4 CANTONS STADE/LAPIN BLANC/2021-03-08T20:43:58.000+01:00
TRANSPOLE:StopPointRef:BP:3958:LOC;LE PINCON;66;4 CANTONS STADE;2021-03-08T19:32:29+01:00;2021-03-08T19:22:53+01:00;TRANSPOLE:ItemId::776944:LOC;4 CANTONS STADE/LE PINCON/2021-03-08T19:32:29.000+01:00
TRANSPOLE:StopPointRef:BP:3958:LOC;LE PINCON;66;4 CANTONS STADE;2021-03-08T20:40:01+01:00;2021-03-08T19:26:23+01:00;TRANSPOLE:ItemId::777505:LOC;4 CANTONS STADE/LE PINCON/2021-03-08T20:40:01.000+01:00
TRANSPOLE:StopPointRef:BP:4232:LOC;LESQUIN GARE;68;4 CANTONS STADE;2021-03-08T19:01:21+01:00;2021-03-08T18:47:53+01:00;TRANSPOLE:ItemId::779377:LOC;4 CANTONS STADE/LESQUIN GARE/2021-03-08T19:01:21.000+01:00
TRANSPOLE:StopPointRef:BP:2841:LOC;LESQUIN GARE;68;4 CANTONS STADE;2021-03-08T19:33:17+01:00;2021-03-08T19:24:52+01:00;TRANSPOLE:ItemId::779384:LOC;4 CANTONS STADE/LESQUIN GARE/2021-03-08T19:33:17.000+01:00
TRANSPOLE:StopPointRef:BP:4232:LOC;LESQUIN GARE;68;4 CANTONS STADE;2021-03-08T19:55:31+01:00;2021-03-08T19:46:08+01:00;TRANSPOLE:ItemId::779395:LOC;4 CANTONS STADE/LESQUIN GARE/2021-03-08T19:55:31.000+01:00
TRANSPOLE:StopPointRef:BP:4232:LOC;LESQUIN GARE;Z8;4 CANTONS STADE;2021-03-08T20:08:15+01:00;2021-03-08T18:57:39+01:00;TRANSPOLE:ItemId::898457:LOC;4 CANTONS STADE/LESQUIN GARE/2021-03-08T20:08:15.000+01:00
TRANSPOLE:StopPointRef:BP:2841:LOC;LESQUIN GARE;68;4 CANTONS STADE;2021-03-08T20:32:49+01:00;2021-03-08T19:22:08+01:00;TRANSPOLE:ItemId::779402:LOC;4 CANTONS STADE/LESQUIN GARE/2021-03-08T20:32:49.000+01:00
TRANSPOLE:StopPointRef:BP:4232:LOC;LESQUIN GARE;68;4 CANTONS STADE;2021-03-08T20:49:16+01:00;2021-03-08T19:34:54+01:00;TRANSPOLE:ItemId::779413:LOC;4 CANTONS STADE/LESQUIN GARE/2021-03-08T20:49:16.000+01:00
TRANSPOLE:StopPointRef:BP:4232:LOC;LESQUIN GARE;Z8;4 CANTONS STADE;2021-03-08T21:18:00+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898468:LOC;4 CANTONS STADE/LESQUIN GARE/2021-03-08T21:18:00.000+01:00
TRANSPOLE:StopPointRef:BP:4232:LOC;LESQUIN GARE;Z8;4 CANTONS STADE;2021-03-08T21:58:00+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898479:LOC;4 CANTONS STADE/LESQUIN GARE/2021-03-08T21:58:00.000+01:00
TRANSPOLE:StopPointRef:BP:3475:LOC;MAREQUAIX;66;4 CANTONS STADE;2021-03-08T19:47:41+01:00;2021-03-08T19:39:53+01:00;TRANSPOLE:ItemId::776955:LOC;4 CANTONS STADE/MAREQUAIX/2021-03-08T19:47:41.000+01:00
TRANSPOLE:StopPointRef:BP:3475:LOC;MAREQUAIX;66;4 CANTONS STADE;2021-03-08T20:56:06+01:00;2021-03-08T19:38:23+01:00;TRANSPOLE:ItemId::777516:LOC;4 CANTONS STADE/MAREQUAIX/2021-03-08T20:56:06.000+01:00
TRANSPOLE:StopPointRef:BP:5158:LOC;MEUNIER;66;4 CANTONS STADE;2021-03-08T19:30:27+01:00;2021-03-08T19:28:23+01:00;TRANSPOLE:ItemId::776942:LOC;4 CANTONS STADE/MEUNIER/2021-03-08T19:30:27.000+01:00
TRANSPOLE:StopPointRef:BP:5158:LOC;MEUNIER;66;4 CANTONS STADE;2021-03-08T20:38:31+01:00;2021-03-08T19:26:23+01:00;TRANSPOLE:ItemId::777503:LOC;4 CANTONS STADE/MEUNIER/2021-03-08T20:38:31.000+01:00
TRANSPOLE:StopPointRef:BP:2469:LOC;MONT DE SAINGHIN;Z8;4 CANTONS STADE;2021-03-08T20:03:34+01:00;2021-03-08T18:53:08+01:00;TRANSPOLE:ItemId::898454:LOC;4 CANTONS STADE/MONT DE SAINGHIN/2021-03-08T20:03:34.000+01:00
TRANSPOLE:StopPointRef:BP:2469:LOC;MONT DE SAINGHIN;Z8;4 CANTONS STADE;2021-03-08T21:13:24+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898465:LOC;4 CANTONS STADE/MONT DE SAINGHIN/2021-03-08T21:13:24.000+01:00
TRANSPOLE:StopPointRef:BP:2469:LOC;MONT DE SAINGHIN;Z8;4 CANTONS STADE;2021-03-08T21:53:24+01:00;2021-03-08T03:20:36+01:00;TRANSPOLE:ItemId::898476:LOC;4 CANTONS STADE/MONT DE SAINGHIN/2021-03-08T21:53:24.000+01:00
TRANSPOLE:StopPointRef:BP:1136:LOC;P.N. DE TRESSIN;66;4 CANTONS STADE;2021-03-08T18:54:08+01:00;2021-03-08T18:49:23+01:00;TRANSPOLE:ItemId::776736:LOC;4 CANTONS STADE/P.N. DE TRESSIN/2021-03-08T18:54:08.000+01:00
TRANSPOLE:StopPointRef:BP:5815:LOC;P.N. DE TRESSIN;66;4 CANTONS STADE;2021-03-08T19:18:30+01:00;2021-03-08T19:09:38+01:00;TRANSPOLE:ItemId::777451:LOC;4 CANTONS STADE/P.N. DE TRESSIN/2021-03-08T19:18:30.000+01:00
TRANSPOLE:StopPointRef:BP:1136:LOC;P.N. DE TRESSIN;66;4 CANTONS STADE;2021-03-08T19:49:18+01:00;2021-03-08T19:34:54+01:00;TRANSPOLE:ItemId::776958:LOC;4 CANTONS STADE/P.N. DE TRESSIN/2021-03-08T19:49:18.000+01:00
TRANSPOLE:StopPointRef:BP:5815:LOC;P.N. DE TRESSIN;66;4 CANTONS STADE;2021-03-08T20:22:00+01:00;2021-03-08T03:20:05+01:00;TRANSPOLE:ItemId::778109:LOC;4 CANTONS STADE/P.N. DE TRESSIN/2021-03-08T20:22:00.000+01:00
TRANSPOLE:StopPointRef:BP:1136:LOC;P.N. DE TRESSIN;66;4 CANTONS STADE;2021-03-08T20:59:58+01:00;2021-03-08T19:49:23+01:00;TRANSPOLE:ItemId::777519:LOC;4 CANTONS STADE/P.N. DE TRESSIN/2021-03-08T20:59:58.000+01:00
TRANSPOLE:StopPointRef:BP:3520:LOC;PETIT BAPTISTE;66;4 CANTONS STADE;2021-03-08T19:38:22+01:00;2021-03-08T19:34:08+01:00;TRANSPOLE:ItemId::776950:LOC;4 CANTONS STADE/PETIT BAPTISTE/2021-03-08T19:38:22.000+01:00
TRANSPOLE:StopPointRef:BP:3520:LOC;PETIT BAPTISTE;66;4 CANTONS STADE;2021-03-08T20:47:37+01:00;2021-03-08T19:26:23+01:00;TRANSPOLE:ItemId::777511:LOC;4 CANTONS STADE/PETIT BAPTISTE/2021-03-08T20:47:37.000+01:00
TRANSPOLE:StopPointRef:BP:2573:LOC;PETIT BOIS;68;4 CANTONS STADE;2021-03-08T18:59:39+01:00;2021-03-08T18:55:08+01:00;TRANSPOLE:ItemId::779375:LOC;4 CANTONS STADE/PETIT BOIS/2021-03-08T18:59:39.000+01:00
TRANSPOLE:StopPointRef:BP:5554:LOC;PETIT BOIS;68;4 CANTONS STADE;2021-03-08T19:35:06+01:00;2021-03-08T19:24:52+01:00;TRANSPOLE:ItemId::779386:LOC;4 CANTONS STADE/PETIT BOIS/2021-03-08T19:35:06.000+01:00
TRANSPOLE:StopPointRef:BP:2573:LOC;PETIT BOIS;68;4 CANTONS STADE;2021-03-08T19:53:28+01:00;2021-03-08T19:41:22+01:00;TRANSPOLE:ItemId::779393:LOC;4 CANTONS STADE/PETIT BOIS/2021-03-08T19:53:28.000+01:00
TRANSPOLE:StopPointRef:BP:5554:LOC;PETIT BOIS;68;4 CANTONS STADE;2021-03-08T20:34:26+01:00;2021-03-08T19:23:53+01:00;TRANSPOLE:ItemId::779404:LOC;4 CANTONS STADE/PETIT BOIS/2021-03-08T20:34:26.000+01:00
TRANSPOLE:StopPointRef:BP:2573:LOC;PETIT BOIS;68;4 CANTONS STADE;2021-03-08T20:47:35+01:00;2021-03-08T19:34:54+01:00;TRANSPOLE:ItemId::779411:LOC;4 CANTONS STADE/PETIT BOIS/2021-03-08T20:47:35.000+01:00
