identifiantStation;nomStation;codeLigne;sensLigne;heureEstimeeDepart;dateModification;cleModification;cleTri
TRANSPOLE:StopPointRef:BP:4940:LOC;DHAINAUT;L5;LE PARC;2021-03-08T19:10:17+01:00;2021-03-08T18:58:08+01:00;TRANSPOLE:ItemId::865800:LOC;LE PARC/DHAINAUT/2021-03-08T19:10:17.000+01:00
TRANSPOLE:StopPointRef:BP:1733:LOC;GARE TOURNAI;L5;LE PARC;2021-03-08T18:58:34+01:00;2021-03-08T18:56:23+01:00;TRANSPOLE:ItemId::866937:LOC;LE PARC/GARE TOURNAI/2021-03-08T18:58:34.000+01:00
TRANSPOLE:StopPointRef:BP:1733:LOC;GARE TOURNAI;L5;LE PARC;2021-03-08T19:06:22+01:00;2021-03-08T18:55:08+01:00;TRANSPOLE:ItemId::868236:LOC;LE PARC/GARE TOURNAI/2021-03-08T19:06:22.000+01:00
TRANSPOLE:StopPointRef:BP:1733:LOC;GARE TOURNAI;L5;LE PARC;2021-03-08T19:12:17+01:00;2021-03-08T18:00:23+01:00;TRANSPOLE:ItemId::865471:LOC;LE PARC/GARE TOURNAI/2021-03-08T19:12:17.000+01:00
TRANSPOLE:StopPointRef:BP:1641:LOC;GARE;L5;LE PARC;2021-03-08T18:53:50+01:00;2021-03-08T18:39:11+01:00;TRANSPOLE:ItemId::868231:LOC;LE PARC/GARE/2021-03-08T18:53:50.000+01:00
TRANSPOLE:StopPointRef:BP:1641:LOC;GARE;L5;LE PARC;2021-03-08T19:10:58+01:00;2021-03-08T18:52:53+01:00;TRANSPOLE:ItemId::864758:LOC;LE PARC/GARE/2021-03-08T19:10:58.000+01:00
TRANSPOLE:StopPointRef:BP:1641:LOC;GARE;L5;LE PARC;2021-03-08T19:35:58+01:00;2021-03-08T19:19:23+01:00;TRANSPOLE:ItemId::867641:LOC;LE PARC/GARE/2021-03-08T19:35:58.000+01:00
TRANSPOLE:StopPointRef:BP:807:LOC;HEURTEBISE;L5;LE PARC;2021-03-08T18:54:17+01:00;2021-03-08T18:40:09+01:00;TRANSPOLE:ItemId::865156:LOC;LE PARC/HEURTEBISE/2021-03-08T18:54:17.000+01:00
TRANSPOLE:StopPointRef:BP:807:LOC;HEURTEBISE;L5;LE PARC;2021-03-08T18:58:53+01:00;2021-03-08T18:53:08+01:00;TRANSPOLE:ItemId::867977:LOC;LE PARC/HEURTEBISE/2021-03-08T18:58:53.000+01:00
TRANSPOLE:StopPointRef:BP:807:LOC;HEURTEBISE;L5;LE PARC;2021-03-08T19:06:12+01:00;2021-03-08T18:53:08+01:00;TRANSPOLE:ItemId::868181:LOC;LE PARC/HEURTEBISE/2021-03-08T19:06:12.000+01:00
TRANSPOLE:StopPointRef:BP:1126:LOC;JARDIN PUBLIC;L5;LE PARC;2021-03-08T18:57:08+01:00;2021-03-08T18:49:08+01:00;TRANSPOLE:ItemId::865158:LOC;LE PARC/JARDIN PUBLIC/2021-03-08T18:57:08.000+01:00
TRANSPOLE:StopPointRef:BP:1126:LOC;JARDIN PUBLIC;L5;LE PARC;2021-03-08T19:03:02+01:00;2021-03-08T18:49:08+01:00;TRANSPOLE:ItemId::867979:LOC;LE PARC/JARDIN PUBLIC/2021-03-08T19:03:02.000+01:00
TRANSPOLE:StopPointRef:BP:1126:LOC;JARDIN PUBLIC;L5;LE PARC;2021-03-08T19:11:40+01:00;2021-03-08T18:47:53+01:00;TRANSPOLE:ItemId::868183:LOC;LE PARC/JARDIN PUBLIC/2021-03-08T19:11:40.000+01:00
TRANSPOLE:StopPointRef:BP:2369:LOC;LILLE EUROPE;L5;LE PARC;2021-03-08T19:04:17+01:00;2021-03-08T18:50:53+01:00;TRANSPOLE:ItemId::868234:LOC;LE PARC/LILLE EUROPE/2021-03-08T19:04:17.000+01:00
TRANSPOLE:StopPointRef:BP:2369:LOC;LILLE EUROPE;L5;LE PARC;2021-03-08T19:21:38+01:00;2021-03-08T19:09:08+01:00;TRANSPOLE:ItemId::864761:LOC;LE PARC/LILLE EUROPE/2021-03-08T19:21:38.000+01:00
TRANSPOLE:StopPointRef:BP:2369:LOC;LILLE EUROPE;L5;LE PARC;2021-03-08T19:45:18+01:00;2021-03-08T19:37:08+01:00;TRANSPOLE:ItemId::867644:LOC;LE PARC/LILLE EUROPE/2021-03-08T19:45:18.000+01:00
TRANSPOLE:StopPointRef:BP:6773:LOC;LILLE FLANDRES;L5;LE PARC;2021-03-08T18:57:00+01:00;2021-03-08T18:47:27+01:00;TRANSPOLE:ItemId::866936:LOC;LE PARC/LILLE FLANDRES/2021-03-08T18:57:00.000+01:00
TRANSPOLE:StopPointRef:BP:6773:LOC;LILLE FLANDRES;L5;LE PARC;2021-03-08T19:11:00+01:00;2021-03-08T19:05:08+01:00;TRANSPOLE:ItemId::865470:LOC;LE PARC/LILLE FLANDRES/2021-03-08T19:11:00.000+01:00
TRANSPOLE:StopPointRef:BP:6773:LOC;LILLE FLANDRES;L5;LE PARC;2021-03-08T19:23:38+01:00;2021-03-08T19:05:08+01:00;TRANSPOLE:ItemId::864762:LOC;LE PARC/LILLE FLANDRES/2021-03-08T19:23:38.000+01:00
TRANSPOLE:StopPointRef:BP:5819:LOC;LOOS CLEMENCEAU;L5;LE PARC;2021-03-08T18:58:12+01:00;2021-03-08T18:44:09+01:00;TRANSPOLE:ItemId::867975:LOC;LE PARC/LOOS CLEMENCEAU/2021-03-08T18:58:12.000+01:00
TRANSPOLE:StopPointRef:BP:5819:LOC;LOOS CLEMENCEAU;L5;LE PARC;2021-03-08T19:02:05+01:00;2021-03-08T18:54:53+01:00;TRANSPOLE:ItemId::868179:LOC;LE PARC/LOOS CLEMENCEAU/2021-03-08T19:02:05.000+01:00
TRANSPOLE:StopPointRef:BP:5819:LOC;LOOS CLEMENCEAU;L5;LE PARC;2021-03-08T19:08:55+01:00;2021-03-08T18:57:19+01:00;TRANSPOLE:ItemId::865799:LOC;LE PARC/LOOS CLEMENCEAU/2021-03-08T19:08:55.000+01:00
TRANSPOLE:StopPointRef:BP:4939:LOC;LOOS MAIRIE;L5;LE PARC;2021-03-08T18:53:42+01:00;2021-03-08T18:52:53+01:00;TRANSPOLE:ItemId::867974:LOC;LE PARC/LOOS MAIRIE/2021-03-08T18:53:42.000+01:00
TRANSPOLE:StopPointRef:BP:4939:LOC;LOOS MAIRIE;L5;LE PARC;2021-03-08T19:01:15+01:00;2021-03-08T18:51:53+01:00;TRANSPOLE:ItemId::868178:LOC;LE PARC/LOOS MAIRIE/2021-03-08T19:01:15.000+01:00
TRANSPOLE:StopPointRef:BP:4939:LOC;LOOS MAIRIE;L5;LE PARC;2021-03-08T19:07:33+01:00;2021-03-08T18:52:53+01:00;TRANSPOLE:ItemId::865798:LOC;LE PARC/LOOS MAIRIE/2021-03-08T19:07:33.000+01:00
TRANSPOLE:StopPointRef:BP:5240:LOC;MAIRIE;L5;LE PARC;2021-03-08T18:55:00+01:00;2021-03-08T18:37:53+01:00;TRANSPOLE:ItemId::868232:LOC;LE PARC/MAIRIE/2021-03-08T18:55:00.000+01:00
TRANSPOLE:StopPointRef:BP:5774:LOC;MAIRIE;L5;LE PARC;2021-03-08T18:59:32+01:00;2021-03-08T18:41:53+01:00;TRANSPOLE:ItemId::865159:LOC;LE PARC/MAIRIE/2021-03-08T18:59:32.000+01:00
TRANSPOLE:StopPointRef:BP:5774:LOC;MAIRIE;L5;LE PARC;2021-03-08T19:03:28+01:00;2021-03-08T18:54:53+01:00;TRANSPOLE:ItemId::867980:LOC;LE PARC/MAIRIE/2021-03-08T19:03:28.000+01:00
TRANSPOLE:StopPointRef:BP:5774:LOC;MAIRIE;L5;LE PARC;2021-03-08T19:10:16+01:00;2021-03-08T18:54:53+01:00;TRANSPOLE:ItemId::868184:LOC;LE PARC/MAIRIE/2021-03-08T19:10:16.000+01:00
TRANSPOLE:StopPointRef:BP:5240:LOC;MAIRIE;L5;LE PARC;2021-03-08T19:11:59+01:00;2021-03-08T18:54:23+01:00;TRANSPOLE:ItemId::864759:LOC;LE PARC/MAIRIE/2021-03-08T19:11:59.000+01:00
TRANSPOLE:StopPointRef:BP:5240:LOC;MAIRIE;L5;LE PARC;2021-03-08T19:36:59+01:00;2021-03-08T19:28:06+01:00;TRANSPOLE:ItemId::867642:LOC;LE PARC/MAIRIE/2021-03-08T19:36:59.000+01:00
TRANSPOLE:StopPointRef:BP:8386:LOC;MARCQ PISCINE;L5;LE PARC;2021-03-08T19:05:00+01:00;2021-03-08T18:48:09+01:00;TRANSPOLE:ItemId::864754:LOC;LE PARC/MARCQ PISCINE/2021-03-08T19:05:00.000+01:00
TRANSPOLE:StopPointRef:BP:8386:LOC;MARCQ PISCINE;L5;LE PARC;2021-03-08T19:30:00+01:00;2021-03-08T19:10:53+01:00;TRANSPOLE:ItemId::867637:LOC;LE PARC/MARCQ PISCINE/2021-03-08T19:30:00.000+01:00
TRANSPOLE:StopPointRef:BP:8386:LOC;MARCQ PISCINE;L5;LE PARC;2021-03-08T19:55:00+01:00;2021-03-08T19:31:38+01:00;TRANSPOLE:ItemId::867307:LOC;LE PARC/MARCQ PISCINE/2021-03-08T19:55:00.000+01:00
TRANSPOLE:StopPointRef:BP:8458:LOC;MONTGOLFIER;L5;LE PARC;2021-03-08T18:52:37+01:00;2021-03-08T18:49:53+01:00;TRANSPOLE:ItemId::868230:LOC;LE PARC/MONTGOLFIER/2021-03-08T18:52:37.000+01:00
TRANSPOLE:StopPointRef:BP:4282:LOC;MONTGOLFIER;L5;LE PARC;2021-03-08T19:09:13+01:00;2021-03-08T18:51:09+01:00;TRANSPOLE:ItemId::864756:LOC;LE PARC/MONTGOLFIER/2021-03-08T19:09:13.000+01:00
TRANSPOLE:StopPointRef:BP:8458:LOC;MONTGOLFIER;L5;LE PARC;2021-03-08T19:10:25+01:00;2021-03-08T19:07:23+01:00;TRANSPOLE:ItemId::864757:LOC;LE PARC/MONTGOLFIER/2021-03-08T19:10:25.000+01:00
TRANSPOLE:StopPointRef:BP:4282:LOC;MONTGOLFIER;L5;LE PARC;2021-03-08T19:34:17+01:00;2021-03-08T19:29:53+01:00;TRANSPOLE:ItemId::867639:LOC;LE PARC/MONTGOLFIER/2021-03-08T19:34:17.000+01:00
TRANSPOLE:StopPointRef:BP:8458:LOC;MONTGOLFIER;L5;LE PARC;2021-03-08T19:34:39+01:00;2021-03-08T18:19:47+01:00;TRANSPOLE:ItemId::867640:LOC;LE PARC/MONTGOLFIER/2021-03-08T19:34:39.000+01:00
TRANSPOLE:StopPointRef:BP:4282:LOC;MONTGOLFIER;L5;LE PARC;2021-03-08T19:59:13+01:00;2021-03-08T19:33:23+01:00;TRANSPOLE:ItemId::867309:LOC;LE PARC/MONTGOLFIER/2021-03-08T19:59:13.000+01:00
TRANSPOLE:StopPointRef:BP:4687:LOC;NATIONALE;L5;LE PARC;2021-03-08T18:53:07+01:00;2021-03-08T18:49:53+01:00;TRANSPOLE:ItemId::863903:LOC;LE PARC/NATIONALE/2021-03-08T18:53:07.000+01:00
TRANSPOLE:StopPointRef:BP:4687:LOC;NATIONALE;L5;LE PARC;2021-03-08T18:53:11+01:00;2021-03-08T18:49:53+01:00;TRANSPOLE:ItemId::866603:LOC;LE PARC/NATIONALE/2021-03-08T18:53:11.000+01:00
TRANSPOLE:StopPointRef:BP:4687:LOC;NATIONALE;L5;LE PARC;2021-03-08T19:04:14+01:00;2021-03-08T18:49:53+01:00;TRANSPOLE:ItemId::866940:LOC;LE PARC/NATIONALE/2021-03-08T19:04:14.000+01:00
TRANSPOLE:StopPointRef:BP:1297:LOC;PLACE LECLERC;L5;LE PARC;2021-03-08T19:00:16+01:00;2021-03-08T18:48:38+01:00;TRANSPOLE:ItemId::863908:LOC;LE PARC/PLACE LECLERC/2021-03-08T19:00:16.000+01:00
TRANSPOLE:StopPointRef:BP:1297:LOC;PLACE LECLERC;L5;LE PARC;2021-03-08T19:00:36+01:00;2021-03-08T18:48:53+01:00;TRANSPOLE:ItemId::866608:LOC;LE PARC/PLACE LECLERC/2021-03-08T19:00:36.000+01:00
TRANSPOLE:StopPointRef:BP:1297:LOC;PLACE LECLERC;L5;LE PARC;2021-03-08T19:12:51+01:00;2021-03-08T19:05:53+01:00;TRANSPOLE:ItemId::866945:LOC;LE PARC/PLACE LECLERC/2021-03-08T19:12:51.000+01:00
TRANSPOLE:StopPointRef:BP:7932:LOC;PORTE DES POSTES;L5;LE PARC;2021-03-08T18:57:09+01:00;2021-03-08T18:50:53+01:00;TRANSPOLE:ItemId::865792:LOC;LE PARC/PORTE DES POSTES/2021-03-08T18:57:09.000+01:00
TRANSPOLE:StopPointRef:BP:7932:LOC;PORTE DES POSTES;L5;LE PARC;2021-03-08T19:06:29+01:00;2021-03-08T18:50:53+01:00;TRANSPOLE:ItemId::866610:LOC;LE PARC/PORTE DES POSTES/2021-03-08T19:06:29.000+01:00
TRANSPOLE:StopPointRef:BP:7932:LOC;PORTE DES POSTES;L5;LE PARC;2021-03-08T19:10:31+01:00;2021-03-08T19:05:38+01:00;TRANSPOLE:ItemId::863910:LOC;LE PARC/PORTE DES POSTES/2021-03-08T19:10:31.000+01:00
TRANSPOLE:StopPointRef:BP:5201:LOC;RENOIR;L5;LE PARC;2021-03-08T18:56:18+01:00;2021-03-08T18:48:53+01:00;TRANSPOLE:ItemId::868174:LOC;LE PARC/RENOIR/2021-03-08T18:56:18.000+01:00
TRANSPOLE:StopPointRef:BP:5201:LOC;RENOIR;L5;LE PARC;2021-03-08T19:00:53+01:00;2021-03-08T18:48:23+01:00;TRANSPOLE:ItemId::865794:LOC;LE PARC/RENOIR/2021-03-08T19:00:53.000+01:00
TRANSPOLE:StopPointRef:BP:5201:LOC;RENOIR;L5;LE PARC;2021-03-08T19:09:44+01:00;2021-03-08T18:48:53+01:00;TRANSPOLE:ItemId::866612:LOC;LE PARC/RENOIR/2021-03-08T19:09:44.000+01:00
TRANSPOLE:StopPointRef:BP:5318:LOC;REPUBLIQUE;L5;LE PARC;2021-03-08T19:02:33+01:00;2021-03-08T18:57:24+01:00;TRANSPOLE:ItemId::866939:LOC;LE PARC/REPUBLIQUE/2021-03-08T19:02:33.000+01:00
TRANSPOLE:StopPointRef:BP:5318:LOC;REPUBLIQUE;L5;LE PARC;2021-03-08T19:09:30+01:00;2021-03-08T18:57:24+01:00;TRANSPOLE:ItemId::868238:LOC;LE PARC/REPUBLIQUE/2021-03-08T19:09:30.000+01:00
TRANSPOLE:StopPointRef:BP:5318:LOC;REPUBLIQUE;L5;LE PARC;2021-03-08T19:15:29+01:00;2021-03-08T19:14:38+01:00;TRANSPOLE:ItemId::865473:LOC;LE PARC/REPUBLIQUE/2021-03-08T19:15:29.000+01:00
TRANSPOLE:StopPointRef:BP:1893:LOC;RUE DE L'EGLISE;L5;LE PARC;2021-03-08T19:08:39+01:00;2021-03-08T18:50:53+01:00;TRANSPOLE:ItemId::864755:LOC;LE PARC/RUE DE L'EGLISE/2021-03-08T19:08:39.000+01:00
TRANSPOLE:StopPointRef:BP:1893:LOC;RUE DE L'EGLISE;L5;LE PARC;2021-03-08T19:33:39+01:00;2021-03-08T19:08:38+01:00;TRANSPOLE:ItemId::867638:LOC;LE PARC/RUE DE L'EGLISE/2021-03-08T19:33:39.000+01:00
TRANSPOLE:StopPointRef:BP:1893:LOC;RUE DE L'EGLISE;L5;LE PARC;2021-03-08T19:58:39+01:00;2021-03-08T19:33:08+01:00;TRANSPOLE:ItemId::867308:LOC;LE PARC/RUE DE L'EGLISE/2021-03-08T19:58:39.000+01:00
TRANSPOLE:StopPointRef:BP:4452:LOC;RUE DE LONDRES;L5;LE PARC;2021-03-08T18:59:59+01:00;2021-03-08T18:49:53+01:00;TRANSPOLE:ItemId::868177:LOC;LE PARC/RUE DE LONDRES/2021-03-08T18:59:59.000+01:00
TRANSPOLE:StopPointRef:BP:4452:LOC;RUE DE LONDRES;L5;LE PARC;2021-03-08T19:05:27+01:00;2021-03-08T18:50:08+01:00;TRANSPOLE:ItemId::865797:LOC;LE PARC/RUE DE LONDRES/2021-03-08T19:05:27.000+01:00
TRANSPOLE:StopPointRef:BP:4452:LOC;RUE DE LONDRES;L5;LE PARC;2021-03-08T19:12:06+01:00;2021-03-08T19:07:23+01:00;TRANSPOLE:ItemId::866615:LOC;LE PARC/RUE DE LONDRES/2021-03-08T19:12:06.000+01:00
TRANSPOLE:StopPointRef:BP:1751:LOC;SOLFERINO;L5;LE PARC;2021-03-08T18:56:33+01:00;2021-03-08T18:51:39+01:00;TRANSPOLE:ItemId::866605:LOC;LE PARC/SOLFERINO/2021-03-08T18:56:33.000+01:00
TRANSPOLE:StopPointRef:BP:1751:LOC;SOLFERINO;L5;LE PARC;2021-03-08T18:57:16+01:00;2021-03-08T18:52:53+01:00;TRANSPOLE:ItemId::863905:LOC;LE PARC/SOLFERINO/2021-03-08T18:57:16.000+01:00
TRANSPOLE:StopPointRef:BP:1751:LOC;SOLFERINO;L5;LE PARC;2021-03-08T19:08:02+01:00;2021-03-08T18:50:53+01:00;TRANSPOLE:ItemId::866942:LOC;LE PARC/SOLFERINO/2021-03-08T19:08:02.000+01:00
TRANSPOLE:StopPointRef:BP:4305:LOC;TANNEURS;L5;LE PARC;2021-03-08T18:59:55+01:00;2021-03-08T18:48:38+01:00;TRANSPOLE:ItemId::866938:LOC;LE PARC/TANNEURS/2021-03-08T18:59:55.000+01:00
TRANSPOLE:StopPointRef:BP:4305:LOC;TANNEURS;L5;LE PARC;2021-03-08T19:07:16+01:00;2021-03-08T18:55:38+01:00;TRANSPOLE:ItemId::868237:LOC;LE PARC/TANNEURS/2021-03-08T19:07:16.000+01:00
TRANSPOLE:StopPointRef:BP:4305:LOC;TANNEURS;L5;LE PARC;2021-03-08T19:15:07+01:00;2021-03-08T19:13:08+01:00;TRANSPOLE:ItemId::865472:LOC;LE PARC/TANNEURS/2021-03-08T19:15:07.000+01:00
TRANSPOLE:StopPointRef:BP:4050:LOC;UNIV CATHOLIQUE;L5;LE PARC;2021-03-08T18:56:01+01:00;2021-03-08T18:55:08+01:00;TRANSPOLE:ItemId::866606:LOC;LE PARC/UNIV CATHOLIQUE/2021-03-08T18:56:01.000+01:00
TRANSPOLE:StopPointRef:BP:4050:LOC;UNIV CATHOLIQUE;L5;LE PARC;2021-03-08T18:59:22+01:00;2021-03-08T18:52:08+01:00;TRANSPOLE:ItemId::863906:LOC;LE PARC/UNIV CATHOLIQUE/2021-03-08T18:59:22.000+01:00
TRANSPOLE:StopPointRef:BP:4050:LOC;UNIV CATHOLIQUE;L5;LE PARC;2021-03-08T19:09:35+01:00;2021-03-08T18:50:53+01:00;TRANSPOLE:ItemId::866943:LOC;LE PARC/UNIV CATHOLIQUE/2021-03-08T19:09:35.000+01:00
TRANSPOLE:StopPointRef:BP:1089:LOC;VALMY;L5;LE PARC;2021-03-08T18:56:29+01:00;2021-03-08T18:42:39+01:00;TRANSPOLE:ItemId::865157:LOC;LE PARC/VALMY/2021-03-08T18:56:29.000+01:00
TRANSPOLE:StopPointRef:BP:1089:LOC;VALMY;L5;LE PARC;2021-03-08T19:00:28+01:00;2021-03-08T18:54:00+01:00;TRANSPOLE:ItemId::867978:LOC;LE PARC/VALMY/2021-03-08T19:00:28.000+01:00
TRANSPOLE:StopPointRef:BP:1089:LOC;VALMY;L5;LE PARC;2021-03-08T19:07:27+01:00;2021-03-08T18:54:00+01:00;TRANSPOLE:ItemId::868182:LOC;LE PARC/VALMY/2021-03-08T19:07:27.000+01:00
TRANSPOLE:StopPointRef:BP:5836:LOC;VANDERHAGHEN;L5;LE PARC;2021-03-08T18:54:43+01:00;2021-03-08T18:43:39+01:00;TRANSPOLE:ItemId::862588:LOC;LE PARC/VANDERHAGHEN/2021-03-08T18:54:43.000+01:00
TRANSPOLE:StopPointRef:BP:5836:LOC;VANDERHAGHEN;L5;LE PARC;2021-03-08T19:02:45+01:00;2021-03-08T18:44:23+01:00;TRANSPOLE:ItemId::865161:LOC;LE PARC/VANDERHAGHEN/2021-03-08T19:02:45.000+01:00
TRANSPOLE:StopPointRef:BP:5836:LOC;VANDERHAGHEN;L5;LE PARC;2021-03-08T19:05:28+01:00;2021-03-08T18:57:24+01:00;TRANSPOLE:ItemId::867982:LOC;LE PARC/VANDERHAGHEN/2021-03-08T19:05:28.000+01:00
TRANSPOLE:StopPointRef:BP:3517:LOC;AMIDONNERIE;14;LES ALOUETTES;2021-03-08T19:00:33+01:00;2021-03-08T18:50:53+01:00;TRANSPOLE:ItemId::730752:LOC;LES ALOUETTES/AMIDONNERIE/2021-03-08T19:00:33.000+01:00
TRANSPOLE:StopPointRef:BP:3517:LOC;AMIDONNERIE;14;LES ALOUETTES;2021-03-08T19:11:23+01:00;2021-03-08T19:08:38+01:00;TRANSPOLE:ItemId::728433:LOC;LES ALOUETTES/AMIDONNERIE/2021-03-08T19:11:23.000+01:00
TRANSPOLE:StopPointRef:BP:3517:LOC;AMIDONNERIE;14;LES ALOUETTES;2021-03-08T19:21:23+01:00;2021-03-08T18:43:39+01:00;TRANSPOLE:ItemId::728019:LOC;LES ALOUETTES/AMIDONNERIE/2021-03-08T19:21:23.000+01:00
TRANSPOLE:StopPointRef:BP:187:LOC;AMITEUSE;14;LES ALOUETTES;2021-03-08T19:02:44+01:00;2021-03-08T18:56:08+01:00;TRANSPOLE:ItemId::729407:LOC;LES ALOUETTES/AMITEUSE/2021-03-08T19:02:44.000+01:00
TRANSPOLE:StopPointRef:BP:187:LOC;AMITEUSE;14;LES ALOUETTES;2021-03-08T19:30:37+01:00;2021-03-08T18:13:09+01:00;TRANSPOLE:ItemId::733144:LOC;LES ALOUETTES/AMITEUSE/2021-03-08T19:30:37.000+01:00
TRANSPOLE:StopPointRef:BP:187:LOC;AMITEUSE;14;LES ALOUETTES;2021-03-08T20:14:53+01:00;2021-03-08T18:58:23+01:00;TRANSPOLE:ItemId::729875:LOC;LES ALOUETTES/AMITEUSE/2021-03-08T20:14:53.000+01:00
TRANSPOLE:StopPointRef:BP:6190:LOC;ARAGO;14;LES ALOUETTES;2021-03-08T19:08:19+01:00;2021-03-08T19:05:08+01:00;TRANSPOLE:ItemId::733324:LOC;LES ALOUETTES/ARAGO/2021-03-08T19:08:19.000+01:00
TRANSPOLE:StopPointRef:BP:6190:LOC;ARAGO;14;LES ALOUETTES;2021-03-08T19:18:50+01:00;2021-03-08T19:05:08+01:00;TRANSPOLE:ItemId::729418:LOC;LES ALOUETTES/ARAGO/2021-03-08T19:18:50.000+01:00
TRANSPOLE:StopPointRef:BP:6190:LOC;ARAGO;14;LES ALOUETTES;2021-03-08T19:32:36+01:00;2021-03-08T19:22:08+01:00;TRANSPOLE:ItemId::728965:LOC;LES ALOUETTES/ARAGO/2021-03-08T19:32:36.000+01:00
TRANSPOLE:StopPointRef:BP:6068:LOC;BARGUES MARAIS;14;LES ALOUETTES;2021-03-08T18:57:37+01:00;2021-03-08T17:44:23+01:00;TRANSPOLE:ItemId::729404:LOC;LES ALOUETTES/BARGUES MARAIS/2021-03-08T18:57:37.000+01:00
TRANSPOLE:StopPointRef:BP:6068:LOC;BARGUES MARAIS;14;LES ALOUETTES;2021-03-08T19:26:37+01:00;2021-03-08T18:13:09+01:00;TRANSPOLE:ItemId::733141:LOC;LES ALOUETTES/BARGUES MARAIS/2021-03-08T19:26:37.000+01:00
TRANSPOLE:StopPointRef:BP:6068:LOC;BARGUES MARAIS;14;LES ALOUETTES;2021-03-08T20:11:19+01:00;2021-03-08T18:58:23+01:00;TRANSPOLE:ItemId::729872:LOC;LES ALOUETTES/BARGUES MARAIS/2021-03-08T20:11:19.000+01:00
TRANSPOLE:StopPointRef:BP:5658:LOC;BAS JARDIN;14;LES ALOUETTES;2021-03-08T18:55:28+01:00;2021-03-08T18:40:09+01:00;TRANSPOLE:ItemId::732048:LOC;LES ALOUETTES/BAS JARDIN/2021-03-08T18:55:28.000+01:00
TRANSPOLE:StopPointRef:BP:5658:LOC;BAS JARDIN;14;LES ALOUETTES;2021-03-08T19:10:43+01:00;2021-03-08T18:54:23+01:00;TRANSPOLE:ItemId::733325:LOC;LES ALOUETTES/BAS JARDIN/2021-03-08T19:10:43.000+01:00
TRANSPOLE:StopPointRef:BP:5658:LOC;BAS JARDIN;14;LES ALOUETTES;2021-03-08T19:21:17+01:00;2021-03-08T19:09:53+01:00;TRANSPOLE:ItemId::729419:LOC;LES ALOUETTES/BAS JARDIN/2021-03-08T19:21:17.000+01:00
TRANSPOLE:StopPointRef:BP:3629:LOC;BOURGET;14;LES ALOUETTES;2021-03-08T18:59:38+01:00;2021-03-08T18:49:53+01:00;TRANSPOLE:ItemId::733318:LOC;LES ALOUETTES/BOURGET/2021-03-08T18:59:38.000+01:00
TRANSPOLE:StopPointRef:BP:3629:LOC;BOURGET;14;LES ALOUETTES;2021-03-08T19:10:01+01:00;2021-03-08T19:06:08+01:00;TRANSPOLE:ItemId::729412:LOC;LES ALOUETTES/BOURGET/2021-03-08T19:10:01.000+01:00
TRANSPOLE:StopPointRef:BP:3629:LOC;BOURGET;14;LES ALOUETTES;2021-03-08T19:23:55+01:00;2021-03-08T18:08:09+01:00;TRANSPOLE:ItemId::728959:LOC;LES ALOUETTES/BOURGET/2021-03-08T19:23:55.000+01:00
TRANSPOLE:StopPointRef:BP:3851:LOC;CIMETIERE;14;LES ALOUETTES;2021-03-08T19:15:00+01:00;2021-03-08T19:03:59+01:00;TRANSPOLE:ItemId::728951:LOC;LES ALOUETTES/CIMETIERE/2021-03-08T19:15:00.000+01:00
TRANSPOLE:StopPointRef:BP:3979:LOC;CIMETIERE;14;LES ALOUETTES;2021-03-08T19:15:43+01:00;2021-03-08T18:04:09+01:00;TRANSPOLE:ItemId::728952:LOC;LES ALOUETTES/CIMETIERE/2021-03-08T19:15:43.000+01:00
TRANSPOLE:StopPointRef:BP:3851:LOC;CIMETIERE;14;LES ALOUETTES;2021-03-08T19:43:00+01:00;2021-03-08T19:24:53+01:00;TRANSPOLE:ItemId::732972:LOC;LES ALOUETTES/CIMETIERE/2021-03-08T19:43:00.000+01:00
TRANSPOLE:StopPointRef:BP:3979:LOC;CIMETIERE;14;LES ALOUETTES;2021-03-08T19:43:43+01:00;2021-03-08T18:32:23+01:00;TRANSPOLE:ItemId::732973:LOC;LES ALOUETTES/CIMETIERE/2021-03-08T19:43:43.000+01:00
TRANSPOLE:StopPointRef:BP:3851:LOC;CIMETIERE;14;LES ALOUETTES;2021-03-08T19:58:00+01:00;2021-03-08T19:42:38+01:00;TRANSPOLE:ItemId::731500:LOC;LES ALOUETTES/CIMETIERE/2021-03-08T19:58:00.000+01:00
TRANSPOLE:StopPointRef:BP:3979:LOC;CIMETIERE;14;LES ALOUETTES;2021-03-08T19:58:43+01:00;2021-03-08T18:47:38+01:00;TRANSPOLE:ItemId::731501:LOC;LES ALOUETTES/CIMETIERE/2021-03-08T19:58:43.000+01:00
TRANSPOLE:StopPointRef:BP:120:LOC;CREPS;14;LES ALOUETTES;2021-03-08T18:58:41+01:00;2021-03-08T17:44:23+01:00;TRANSPOLE:ItemId::729405:LOC;LES ALOUETTES/CREPS/2021-03-08T18:58:41.000+01:00
TRANSPOLE:StopPointRef:BP:120:LOC;CREPS;14;LES ALOUETTES;2021-03-08T19:27:41+01:00;2021-03-08T18:13:09+01:00;TRANSPOLE:ItemId::733142:LOC;LES ALOUETTES/CREPS/2021-03-08T19:27:41.000+01:00
TRANSPOLE:StopPointRef:BP:120:LOC;CREPS;14;LES ALOUETTES;2021-03-08T20:12:16+01:00;2021-03-08T18:58:23+01:00;TRANSPOLE:ItemId::729873:LOC;LES ALOUETTES/CREPS/2021-03-08T20:12:16.000+01:00
